POST_ID	POST_TEXT
50ec6bb3a8296561ab0c9de46d4aa870	Employers, workers still benefit from skills training but fewer find it useful: WDA survey SINGAPORE - Workers and employers still benefit from skills training, but some are growing less enamoured of it, findings from a Singapore Workforce Development Agency (WDA) survey last year showed.More companies wanted to keep sending workers for training, but fewer felt it was helping business performance, according to the results of the annual Outcomes Evaluation Survey released on Wednesday (July 20).In all six categories of the survey, fewer employees who underwent Workforce Skills Qualification (WSQ) training felt it was useful.Of these, 88.4 per cent felt the training helped them perform more efficiently, down from 94 per cent in 2014.Only 7.8 per cent thought the training aided them in getting a promotion, down from 12.2 per cent in 2014, while 11.3 per cent said it led to a pay increment, down from 17.6 per cent.Fewer workers wanted to continue training, with 88.2 per cent saying they wanted to take up other WSQ courses, compared to 90.8 per cent in 2014. Companies showed a more positive sentiment, with more than 97 per cent saying they would continue to send their employees for WSQ training.But only 54.6 per cent felt the training was making their workers more productive, down from 76.2 per cent in 2014.The WDA said these results were likely to be due to weaker economic conditions, which could have affected business performance or hindered career prospects for employees.The survey was conducted with 6,116 WSQ trainees and 1,566 companies between last September and this January.WDA chief executive Ng Cher Pong said: "WDA is committed to intensifying our efforts to help our local workforce adapt to the changing workforce needs and to grow in their job roles."Under SkillsFuture, we have gone beyond WSQ training to broaden the range of support available to individuals in their skills deepening and mastery journey throughout their careers."We will continue to work closely with employers to build up their human resource capabilities and strengthen their Singaporean core for sustainable business growth." 
e6673d6584d790e680f2453075ac48a8	Singapore seeks US Chapter 11 prowess in bankruptcy law reform SINGAPORE (BLOOMBERG) - Singapore is seeking to enhance its position as a centre for debt restructuring by giving its insolvency law some of the powers of the US bankruptcy code's Chapter 11, just as companies worldwide default on bonds at the fastest pace since the global financial crisis.The Law Ministry has "broadly accepted" 17 recommendations submitted by a committee after a yearlong review, it said in a statement.Those include offering automatic stay of legal and enforcement actions for debtors, creating a bench of specialist judges for its bankruptcy court and increasing rescue-financing capital by enticing distressed-debt funds and private equity firms to set up shop in the city-state.There have been 100 bond defaults globally this year through July 15 compared with 62 failures at this time last year, according to S&P Global Ratings, the worst since the fallout from the demise of Lehman Brothers Holdings. In Singapore, non-payments by PT Trikomsel Oke and Pacific Andes Resources Development Ltd from November marked the first defaults since 2009."The recommendations are progressive," said Ashok Kumar, a director at BlackOak LLC, a restructuring and insolvency law firm in Singapore. "The market needs it as over the next couple of years, things are going to be rough in some sectors as the risk of debt default rises."A Chapter 11 bankruptcy petition protects the debtor from legal and enforcement action worldwide. Singapore's Companies Act grants a similar enforcement suspension for judicial management applications.A slump in global commodity prices in the past three years has pushed Asian coal miners including PT Bumi Resources and PT Berau Coal Energy to seek protection in Singapore and U.S. courts, while fishery group Pacific Andes Resources made a move locally.Singapore's legal review may also introduce so-called pre- packaged restructuring - a negotiated deal between the debtor and its major creditors that may be presented for court approval before any formal legal proceedings. The intent is to save time and cost in debt restructuring efforts. 
445966482d7d5665eec500a15c8e61f7	Pokemon Go's Japan launch delayed TOKYO (REUTERS) - Game maker Niantic has delayed Wednesday's planned launch of Pokemon Go in Japan after a leak of a McDonald's Japan internal communication found its way to Internet forums, technology news site TechCrunch reported.TechCrunch, citing an unnamed source, said there were concerns among the companies that the hype generated would overload the game. It added that it wasn't immediately clear when the game would be released in Japan. 
bc851beecd27e963d345f2742daa4226	IE Singapore, SMF tie up to put Singapore-made food products on regional supermarket shelves SINGAPORE - International Enterprise (IE) Singapore and Singapore Manufacturing Federation (SMF) are working together to get locally-made food on the store shelves of supermarket chains in South-east Asia.Singapore food products have traditionally not been easily found in supermarkets in Asia as companies face high entry costs and difficulty in products registration, said IE Singapore in a media release on Wednesday (July 20).The agency said that South-east Asia's rising middle class has raised demand for more variety and quality of food but, on their own, Singapore food manufacturers lack networks and financial resources to promote their products.IE Singapore said the working in partnership (WIP) programme offers economies of scale, cost savings, as well as fast-track entry into markets.Said Mrs Tan Li Lin, its group director for customer services: "The coming together of Singapore food manufacturers under the WIP programme allows for collective Singapore branding. This helps to drive sales for our companies. We will be applying this concept to other South-east Asia markets and Asia, as well as expanding beyond the food sector to benefit more SMEs."There are now two participating supermarkets in South-east Asia in the WIP programme - Central Food Group in Thailand and City Mart in Myanmar, the biggest supermarket chains in the respective countries. Coming up is a partnership in Rustans in Philippines, with plans to have the fourth partner on board by end 2016. Following the promotional activities in the supermarkets, many companies have succeeded in securing permanent listings, said IE Singapore.Said SMF deputy president Sunny Koh: "With the WIP programme, we eliminate importers/distributors in the procurement chain, thus reducing overall cost. The extra margins are returned to the companies, thus improving their retail price and benefiting the consumers. With increasing competition from e-commerce, being able to narrow the price gap between the physical retail shop and e-shop is crucial for success overseas." 
130e42fd97ac2020535c94a683f30fff	EC World set to price Singapore Reit IPO near top of range SINGAPORE (REUTERS) - EC World Real Estate Investment Trust (Reit) is set to price its initial public offering in Singapore near the top end of its indicative range to raise about S$346 million, IFR reported, citing a person close to the transaction.The Reit, backed by a portfolio of properties in Hangzhou, China, will be selling 427.6 million units in the IPO, Thomson Reuters publication IFR reported on Wednesday (July 20).The units are to be priced at S$0.81 apiece, compared with their indicative range of S$0.76-S$0.82, IFR said. Units of the Reit, sponsored by Shanghai-based Forchn Holdings Group, will be listed on July 28, IFR added.An external spokesman for EC World declined to comment. 
a0d45e6bf1da6522b1eb5483d5db6658	Singapore accepts recommendations to strengthen position as international debt restructuring centre SINGAPORE - Singapore aims to strengthen its position as an international debt restructuring centre to take advantage of the increase in crossborder trade and invetment, Senior Minister of State for Law and Finance Indranee Rajah said on Wednesday (July 20).To do so, Ms Indranee announced that the Ministry of Law (MinLaw) has accepted 17 recommendations made by the Committee to Strengthen Singapore as an International Centre for Debt Restructuring.The recommendations fall into three key areas. The first involves enhancing the legal framework for restructuring by creating customised rules and procedures, deepening the bench with specialist insolvency judges and increasing the use of alternative dispute resolution processes.The second area of recommendation involves creating a restructuring friendly ecosystem through increased availability of rescue financing and strengthening the insolvency profession in Singapore.The third area is to address the perception gap by raising international awareness of Singapore's restructuring capabilities with increased involvement in international insolvency organisations and providing thought leadership through research.Said Ms Indranee: "Singapore has a strong basis in the rule of law and a trusted judicial system which places the country in an advantageous position in offering debt restructuring services."MinLaw said Singapore combines a convenient location, efficiency, expertise and a clear and certain legal framework for businesses to co-ordinate multi-jurisdictional restructuring. 
5fc48e0986e9d0ac5d894450ef70590b	Girl trapped in baby's body dies days before 18th birthday SINGAPORE (THE NEW PAPER) - She asked her parents to check her into the hospital earlier this month after feeling unwell because she was hoping to be well enough to celebrate her 18th birthday on Aug 5.But yesterday evening, teenager Teo Pei Shan succumbed to her rare disease.Her condition, which she had battled since she was four months old, had robbed her of the ability to walk or breathe on her own, and had severely stunted her growth.The teenager trapped in a baby's body had been looking forward to celebrating her birthday in just over two weeks, by checking into a hotel with her family and friends.On Sunday, surrounded by her loved ones, she celebrated her Chinese birthday with cake and song, but refused to have any photos taken.After her daughter died last night, Madam Chew Siew Cheng, 47, told The New Paper: "Pei Shan wanted to save the photo and videos for her birthday on Aug 5. She was so excited for it."Pei Shan's father, cabby Teo Qi Kuang, 57, said: "It had always been the three of us, we did everything as a family. We would take Pei Shan out in her stroller but now it'll be empty."It's just the two of us now, we don't know what to do without her."TNP first reported on Pei Shan and her parents in 2013. Following the report, many readers showed their support by donating and sending get-well wishes to the family.Although doctors did not diagnose her exact medical condition, Pei Shan's medical record reads Mucopolysaccharidosis Type III (MPS III) - a progressive disorder that affects the brain and spinal cord.To care for Pei Shan, Madam Chew gave up her job as a bank clerk when the girl was nine months old.A few years ago, doctors told the couple that Pei Shan would not live beyond her teens. The tightly-knit family struggled through Pei Shan's multiple operations and hospital stays.Her condition did not stop her from painting and playing the piano. A watercolour piece she did made it to the front cover of Club Rainbow's commemorative hardcover book Colour Of Life, Celebrating 20 Years Of Club Rainbow in 2012.In 2014, she performed at a concert organised by the Beautiful Mind Charity at the Singapore School of The Arts.After being admitted to hospital on July 4, Pei Shan's condition improved and her parents had hoped that she would be able to go home."She was well on Sunday and we were very hopeful. But things started going downhill yesterday morning," said Mr Teo.Pei Shan started feeling breathless and gasped for air at around 4am yesterday. Doctors gave her a higher dose of morphine but by 6pm, her oxygen levels were dangerously low."Although she struggled at first, the morphine calmed her and she died peacefully. We were by her side, holding her tight," said Madam Chew."She couldn't speak in her last moments. But in her last days, she was still cheerful and upbeat, and would always reassure us that she loved us." Mr Teo Qi Kuang, Pei Shan's fatherDespite doctors repeatedly telling them to be prepared for the worst, Madam Chew said they had always hoped for the best and that her daughter's death came "too early". Pei Shan had requested that her wake be themed after her favourite rabbit cartoon character, My Melody.Mr Teo said: "She wanted her wake to be a celebration filled with music. She wanted people to be happy."A family friend and founder of charity Portrait From The Heart, Mr Lawrence Loh, 50, was at the hospital last night helping the family with Pei Shan's funeral arrangements.He said: "Whenever it was my birthday, Pei Shan would send me a WhatsApp message to wish me or even ask her parents to record a video of her singing a birthday song for me."Even in her short life, she gave and taught us so much more than what we'd done for her."Pei Shan's wake will be held at Block 527, Pasir Ris Street 51, from today till Saturday. 
f9743ed08ed20cae9f7694694e5c64ca	Independent video game retailer Qisahn joins PLAYe chain of stores SINGAPORE - Independent video game retailer Qisahn has joined PLAYe, an online and offline games and collectibles store which was launched in July last year.Mr Soon Qishan, the founder of Qisahn, told The Straits Times: "It's a real opportunity. We used to be a small outfit, but we've always known that the things we do can be applied to a bigger scale, and PLAYe provided that opportunity."Qisahn, which was founded in 2007, was well-known among the gaming community for its competitive prices. It sold products both online and at its store in Far East Shopping Centre.Mr Soon is now Business Director at PLAYe, which has 15 outlets in Singapore and an online presence in Malaysia.PLAYe is owned by Corous360, a subsidiary of technology company DeClout Limited. DeClout was awarded a grant of up to $10 million in May by the National Research Foundation's Early Stage Venture Fund to invest in local tech start-ups.Although the Qisahn signboard above the Far East shop will be changed to a PLAYe one by Friday, Mr Soon is not looking back."I'm excited because it's a new opportunity, it's something new for me. Before this, I was running something stable, but now I've given that up to build something bigger and better," he said. 
4490f8b76b4519d29a730e4d864ead50	When in doubt, shred documents containing personal data, says Singapore privacy watchdog SINGAPORE - Paper containing personal information must be shredded into small pieces and not dumped in unsecured dumpsters.Similarly, personal data stored on electronic media such as computer hard disks, USB drives or DVDs must be wiped clean using specialised software to avoid accidental data leak.The clarifications, contained in new advisory guidelines issued to organisations here on Wednesday (July 20), have come from Singapore's privacy watchdog."When in doubt whether the paper document contains personal data, shred the document," said the Personal Data Protection Commission.The advisory guides have come after a report on Tuesday (July 19) that the Monetary Authority of Singapore and the Commission were investigating United Overseas Bank for allegedly leaving unshredded documents of clients in a trash bag under a tree at Boat Quay.The Commission said organisations should build up the habit of shredding documents among employees. It also recommended industrial shredders with cross-cutting capability, allowing paper to be sliced in at least two different directions. This creates small individual pieces of paper that are harder to reassemble. Confetti shredders, pulping by mixing paper with chemicals and burning documents achieve similar outcomes.The Commission also addressed in detail the risk of becoming a target for "dumpster diving" or theft, saying documents being sent for destruction should not be kept in unsecured boxes or containers.This could be what happened in the UOB case, which is still being investigated. The trash bag containing corporate statements, individual loan applications and internal bank reports was found in June behind the bank's headquarters at Raffles Place.Speaking on Wednesday at the fourth annual Personal Data Protection Seminar at Raffles City Convention Centre, Minister for Communications and Information Dr Yaacob Ibrahim said: "Data is the new 'oil' of the 21st century...It is no longer an option to treat data protection as an afterthought."Even as organisations mine customer data to deliver better services or targeted marketing, they must build trust by securing the data collected, he noted.The foundation of trust is key to innovation to spur the nation's goals to become smarter and drive greater economic value.Commission chairman Leong Keng Thai said it will continue to educate organisations on what the best practices are with the issuing of three advisory guides.Its Guide to Building Websites for SMEs, for one, is aimed at helping small and medium enterprises understand that they must ensure that third-party contractors adequately protect personal data from unauthorised access, among other security requirements.The second - Guide on Data Protection Clauses for Agreements relating to the Processing of Personal Data - provides sample contractual clauses that organisations may want to consider when engaging vendors to process personal data.The third - Guide to Disposal of Personal Data in Physical Medium - aims to educates organisations on how they should dispose paper documents and DVDs containing personal data.The Commission hopes that through these advisory guidelines, it can change organisations' mindset from one that focuses on merely complying with the law to one that focuses on being accountable.On Wednesday, the Commission also launched a scheme to help SMEs defray up to 70 per cent of the costs of data protection initiatives including consultancy, training and software deployment.In April this year, the Commission fined four organisations and warned seven others for flouting the Personal Data Protection Act. Lax security procedures were behind most of the sanctions imposed, the first time the Commission took action against rule breakers since the law took full effect in July 2014.The heaviest fine of $50,000 was slapped on karaoke chain K Box for a data breach involving 317,000 customers, resulting in their names, contact numbers and residential addresses being posted on file sharing website pastebin.com in September 2014. Others at fault included industry body Institution of Engineers Singapore, and brand name retail chains like Metro and Challenger.Organisations that fail to protect consumers' personal data can be fined up to $1 million per breach. 
9106d51391e597c2f16beb040f4c7845	Hardwell, Zedd return for ZoukOut this year Hardwell,consistently ranked as one of the top DJs in the world, and Russian-German DJ Zedd are the first acts announced to headline this year's ZoukOut. It will the second ZoukOut for both of them.The 16th edition of the annual dusk-to-dawn beach rave on Sentosa will be held on Dec 9 and 10. More acts will be announced in the lead up to the festival, which is considered one of the biggest in the region.The Dutch progressive house DJ Hardwell, whose real name is Robbert van de Corput, first played at Zoukout in 2012. Zedd, who is behind smash hits such as Clarity and I Want You To Know featuring pop princess Selena Gomez, made his ZoukOut debut in 2013.Limited early-bird two-day passes are going at $178 each for Citi credit card holders and Singtel customers. Tickets are available via www.zoukout.com or www.sistic.com. Advance and door ticket prices are yet to be announced.Last year's edition of ZoukOut, headlined by the likes of Dutch trance superstars Armin Van Buuren and Tiesto, attracted 45,000 people over two nights. 
