POST_ID	POST_TEXT
10153659512537115_10153659676437115	Huh? Stop button only works when train stop.. it\'s that what they saying? Wow!! So like a parachute that opens when you are flat on the ground?
10153659512537115_10153659539162115	SMRT, there is no such things as track fault or antenna fault or signal fault or this fault or that fault.. I mean, why not sentence the knife to death when used to kill someone? It\'s the person using it that deserves to be sentenced.. Same here, it\'s the person taking care or managing these lifeless items should be at fault..
10153659512537115_10153659691657115	That is not emergency stop button, it is like a computer after shut down properly then you cut off the power system.  What if there another train in the station but you are not slowing down and going to ram the train in front,  what you going to do since the button is not working.  There is no 100% system in the world such as the fault of failing to provide an emergency stop button is not present now which is a flaw in the system.
10153659512537115_10153659539942115	Next time vehicle emergency hand brake also only can use when the vehicle is in stationery mode!!  Emergency brake is to activate when the normal brake doesnt wrk when applied!!
10153659512537115_10153659545102115	on the other hand if the emergency button is activated for immediate stop or braking when the training is moving... especially when it is moving in high speed in this case... what will be the injuries, when most people are standing, & those seating has no seat belts.
10153659512537115_10153659553157115	A stop button that works only when the train is at a complete stop.
10153659512537115_10153659621467115	True. Last Thursday evening I experienced the lrt speed is way too fast and did not slow down when it approached turn and corner.
10153659512537115_10153659688742115	Another safety lapse.. Not very fast. 30km/hour in wet weather conditions going through corners and bent. Must wait for accident to happen before something done... Haix #OwnselfCheckOwnself
10153659512537115_10153659674072115	This reminded me of an incident in which two SMRT trains did collide with each other at high speed and there are many injuries, but no casualties.
10153659512537115_10153659580677115	Seriously!!!! 😱😱😱 A emergency stop button only works when train has ALREADY stopped??? 😨😨😨
10153659512537115_10153659649507115	I really despise how they slap a huge fine on anyone whom they deem to have \'misused\' the emergency halt or speaker.  Anything could be interpreted as \'misuse\'. Eventually, no one presses it cos no one wants to be charged thousands of dollars.  Each person is waiting for one fool to be the sacrificial lamb and take the fall in case SMRT decides it is a \'misuse\'.
10153659512537115_10153659584662115	As you mentioned,but if a train comes to a complete STOP,what do u need a emergency halt button 4?
10153659512537115_10153659637662115	E button from Lrt train can function when train is at halt ??? Dun sound logic .. Design fault ?
10153659512537115_10153659557032115	This shouldnt be the case especially in driverless train system. Tell us how to get help when such similar incident happened. Employing brainless high pay people that cannot foresee what kind of incident can happen and come out with solution.
10153659512537115_10153659680697115	It is very common when you call up emergency phone and no reply. At least happened to me more than twice that if you press the car park exit button and no one reply. Very frustrated when you are stuck at that moment.
129011692114_10153659512537115	A train\'s emergency halt request button can be activated only when a train comes to a complete stop at a station and prevents it from moving off again., says SMRT.
10153659483642115_10153659525817115	Drama mama. Already exempted, he thinks he is such a gem the SAF wants a loser like him back? Then he flees to Canada on frivolous grounds, where to next? Male but not a man.
10153659483642115_10153659564347115	Please don\'t revoke his exemption. Please revoke his citizenship. I served NS not to protect this kind of people. At least FTs contribute to the economy of my country.
10153659483642115_10153659627822115	What I resent is the medical condition that he was granted exemption was fake! That is why he wants to buy insurance by asking for political refugee status! If his medical condition is genuine, why he bothers to go this way? Mindef should examine his case to find out whether the exemption process has gone wrong. Exemption from NS is very rare n now there seem to be a cockup in the process. As an ex-NS man who served in the 70s, we need Mindef to inform us what has gone wrong. Justice must be 4 all.
10153659483642115_10153659536287115	1) what a lame BOY he is, and that\'s the kind of people we have these days. What\'s wrong with our society ? 2) what kind of parents to even allow their child to behave this way ???  3) shame brought upon the country. 4) sigh ....
10153659483642115_10153659618417115	This man is despicable. He has already been exempted from NS on medical ground. He still want to tarnish Singapore reputation by seeking political refugee status from Canada! Give up ur Singapore citizenship n emigrate to Canada n be Canadian! Don\'t shame us by posing u are under threat of persecution by our law.
10153659483642115_10153659608097115	Gu Niang+Buay 干.  No wonder Canada rejected his refugee protection application.  A disgrace to Singapore for producing a sissy.
10153659483642115_10153659633517115	I served National Service to defend n die for my country. Yet I am not able to get a long term pass for my foreign wife. Also she was detained up to 2 hours several times at Changi immigration
10153659483642115_10153659622322115	Actuallt its a situation of.., Too bitter to swallow, Too sweet to throw.. NS, its an every sporean boys thing.. Those who are medically exempted wont be able to share and laugh abt those NS days back then.. On the other hand, recently we know how the government is over taking advantages of our NS boys.. Not enough with the mrt seats thingy associated with them, they are now made to do things out of their vocation.. And i dun need to remind you of the peanuts pay.. These factors made our boys now not as patriotic compared to our days.. So, i dont blame this guy.. Running away doesnt mean hes a coward.. He could hv planned something better for his life, we dont know..
10153659483642115_10153659714792115	Singapore should revoke his citizenship and not his exemption. Such coward man, we can clearly do without. He will be the first to fly off if anything happens here.
10153659483642115_10153659647522115	Every Singaporean Son, unless declared medically unfit, must go thru National Service. This is service to the nation & to the people. This is the place where one grew up in, roaming the streets without worries or fear, all because of every Singaporean Son is there to protect our interest and security. Every National Day, as a Singaporean, am proud to receive an invitation to attend our National Day Observance Ceremony overseas, and I make it a point to be present, as an NSF and a Citizen.
10153659483642115_10153659543927115	He juz want to skip NS. And goes all out to do it. Suffering from spine disorder can still serve as a soldier in admin sector. He muz have been really top level gengster to obtain pes F. This kind of people SAF hates the most. Sure kena tekkan de.
10153659483642115_10153659567232115	I would have expected more from a Jedi. But this one does not feel the force in wanting to protect the Republic. Hopefully someday he would find his way.
10153659483642115_10153659556327115	Sian. Why didn\'t Canada take him?!? Please take him. Oh yeah. Canada is not Australia hor..... Took in Anton Casey, Amy Cheong, Sonny Truyen....
10153659483642115_10153659580717115	I really dun believe the part where his ex Platoon Commanders call him to threaten him to return to training after he was exempted. .Load of crap.
10153659483642115_10153659544592115	Exempted because of pyscological fears wah lau eh. So every one can go see a psychologist and express deep fears of serving ns and get exempted. He needs to put on his big boy panties and serve like all the other men in Singapore do. He fears persecution from Singapore? Its those people from Syria or Africa who are being gunned down are the ones who fear persecution. This guy is a total joke.
10153659483642115_10153659535327115	Refugee escaping from what? Serving NS? O How pampered and so self absorbed these younglings are.  How did he sit for his long periods in class while in school? Take the examinations? Heck....  did sports (if any) or forms of exercises to stay trim and fit. Any exemptions from P.E.?  Kelong king?
10153659483642115_10153659615887115	The NS training is nowaday so comfortable, lenient and pampered compare with my 70 years time, Yet run away, so sissy and spoiled. Our govt spoil the youngsters so much that they want more and more leisure and freedom.
10153659483642115_10153659707252115	I think for those who fear reservist exercises, should join us on our annual trip to GX. Onboard n stay same bunk with us. We show you the real thing.
129011692114_10153659483642115	Jedidiah Ian Tan, 23, was exempted from national service on medical grounds after serving two months. Fearing his exemption would be revoked, Tan tried to apply for refugee protection in Canada.
10153659450747115_10153659510027115	Have the 300 workers been deported? (Quote)MOM said it conducted four major operations last year against such syndicates. They had set up four companies and brought in about 300 workers.(unquote)
10153659450747115_10153659568262115	Singapore is a Very Good Country by the Party Leaders, by the people, by the laws, by the friendly supportive Officers - If you can be "Good" also... - but if your here with bad intensions - Expect the same also...Cheers... **Happy Birthday Singapore**
10153659450747115_10153659631447115	This has been around for ages MOM. Now then you smash? Got cheek to blow trumpet somemore? Ever wonder how come HDB carpark got ah neh wash cars in the night? Go ask them and they will tell you they have a full time job in the day at the shipyard or construction sites. Ya right..start washing at 6pm..finishes at 2am..then go to work at 5am..everyday..robot ah?..go figure.
10153659450747115_10153659457532115	My ex boss also like that but different fashion. He listed his Japanese wife who is a PR as employee but phantom. She never come to the office but draw $10k as salary with CPF. That\'s for his wife monthly allowance using this method to siphon company fund out.
10153659450747115_10153659616372115	Ai ya!!  Wayang again, happening on n off for so long,  common knowledge,only six syndicate members n 38 workers out of 300 brought in.
10153659450747115_10153659705512115	usually the local syndicate doesn\'t work alone but with their oversea coordinating partners here! So what happened to that group be it from country A or B?
10153659450747115_10153659456442115	Another 44 arrested?  We probably need to build a few more penitentiary facilities to avoid overcrowding.
10153659450747115_10153659519167115	Many China folks pay around $10,000 to get a visit here to, under pretext employed by bars for 6 months. What an expensive way to visit Spore.
10153659450747115_10153659642392115	I wonder how many of them living in my area are legal workers .... there are so many ... i feel like i am living in another country ...
10153659450747115_10153659677852115	Parasites of the society.
10153659450747115_10153659686577115	Put him behind bar for his "good" deed.
10153659450747115_10153659641982115	Must fine heavily.
10153659450747115_10153659625332115	Nice!!!! Finally one down.More to go..
10153659450747115_10153659711827115	MOM, what about taking action against companies using "phantom"  workers to beat foreign quota rules? These phantom workers giving CPF contributions without working and also enjoy workfare payments.
10153659450747115_10153659458892115	Everyone gotta copy Trump.
10153659450747115_10153659543832115	NO QUOTA  / CAN\'T AFFORD LEVY then by left.. hah,wat a moved.
129011692114_10153659450747115	Syndicate for foreign workers operate through shell companies which make fraudulent work pass applications while collecting kickbacks.  There is no actual employment.
10153659440292115_10153659644947115	Same like the Ah Longs. Old timers make tons of money and retired, now new n small timers waiting to get caught.
10153659440292115_10153659541022115	With proper verifications, such tricks should never have happened!!
10153659440292115_10153659580732115	Floodgates leaking. Patchwork needed.
10153659440292115_10153659625257115	He just start small business get caught already..
10153659440292115_10153659650392115	MOM is so lax
10153659440292115_10153659623117115	Many more out there still doing it...  heaven got caught....
129011692114_10153659440292115	Work permit cards, name lists of workers, and SingPass tokens just some of the items seized as syndicate crackdown nabs 44. str.sg/4Sym
10153659437507115_10153659620082115	The two of them are so photogenic, the baby must be very good looking
10153659437507115_10153659719927115	She is old liao, give her a break
10153659437507115_10153659648377115	Maybe she is into open marriage. lol
10153659437507115_10153659704912115	Want to 早生贵子 also wrong ? LOL
10153659437507115_10153659556707115	Shotgun wedding.
10153659437507115_10153659715207115	Who are they?
10153659437507115_10153659675217115	恭喜恭喜
10153659437507115_10153659629352115	Jade Nai told you
10153659437507115_10153659704967115	Estelle Ho
129011692114_10153659437507115	ENTERTAINMENT: "Very soon, we\'ll be a family of three," said Ruby Lin to the emcee at her wedding.
10153659396747115_10153659446912115	As much as I hate killing on another life but in honesty, a country that had long been corrupted and illegal business been service for decade. I just cannot say, what the president did was totally wrong. 99% of this country had been in deep dirt, you need a hard clean before you can start afresh. With the situation like this.... you got to harden your heart and do the best for the people who deserved to be help. Anyway.... right or wrong... only the Philippines citizen can make the judgement. I, as a Singaporean and having seen how the people suffered during my volunteer work there.... I say, the president knows what he is doing. Sad but it had to be done.
10153659396747115_10153659433657115	To paraphrase: sometimes you don\'t get the President you want. Sometimes you don\'t get the President you deserve. Sometimes you get the President you need.   History will tell how Duterte will be remembered. I can imagine him quoting from Serenity (the Operative): "I believe in something greater than myself. A better world. A world without sin. [But} I\'m not going to live there. There\'s no place for me there... I\'m a monster. What I do is evil. I have no illusions about it, but it must be done."  Or maybe we shouldn\'t base our role models on movie characters?
10153659396747115_10153659493722115	As a filipino i fully support our presidents fight against drugs. But the problem is how can he make sure that these killings will not get out of hand. Now big time drug dealers are sending men to kill theyre men who voluntarily surrender to the police because they fear that these people may lead to their arrests.
10153659396747115_10153659489047115	I suggest people who never been to Philippines at least go once then you will understand what the president doing is right.
10153659396747115_10153659458722115	For a President to speak like a gangster, it is bad for Philippines future. No matter what reason he use to justify his threat, it destroys the foundation of the law. No one deserves to die without a trial! Law is blind means it is equally applied to all whether u are an innocent civilian or a crook. it takes 1000s of years of civilisation for humankind to reach this level of understanding n application, he is destroying it! History will tell us n future generation, his ways is wrong. Violence cannot be the way to break crime waves. Law is the way!
10153659396747115_10153659429732115	"Shooting" of criminal suspects should only be permitted if they violently "resist arrest using firearms". Vigilante killing isn\'t civilized.
10153659396747115_10153659577352115	I support my President... there\'s a lot of robbery, rape & murders bcoz of drugs. And these people are not afraid to kill the innocent. they had no regards to anyone\'s life.
10153659396747115_10153659470482115	Well, the Philippines\' People voted for him. Right or Wrong, they have to live with it. What he should be doing is to create jobs for his people, so that they need not resort to crimes to feed their families. That should be top most on his list.
10153659396747115_10153659416692115	To clean up a country chin deep in mud, you need someone like that.
10153659396747115_10153659694467115	To be killed on the spot for using drugs is just too much. These ppl deserve a trial and a 2nd chance in life. There is a chance u cradling someone dying in ur arms being shot for something he didn\'t even commit.
10153659396747115_10153659460177115	If he continues and when his term is completed, the UN tribunal for human rights will go after him for atrocities.
10153659396747115_10153659426797115	A piece of cardboard with the words "drug pusher" written on i was left at the scenet.
10153659396747115_10153659471027115	We all know politicians who talk and talk or push the blame or act blur. This one is \'just do it\'!
10153659396747115_10153659476642115	The only one who can send criminal to god is Putin!
10153659396747115_10153659402007115	Wow like godfather lah this president
10153659396747115_10153659459062115	is he really dirty harry or out to monopolised the underworld as well
10153659396747115_10153659414717115	Maguindanao massacre case is closed with justice served?
10153659396747115_10153659463392115	Finally the long wait is over! The change has come! I, as a Filipino Philippines really needed a man of steel who isn\'t afraid to get rid of those drug Lords and drug pushers! He\'s  been elected for a couple of months only but I can already feel the changes in Philippines. Good jod President Duterte! 👏👏👏
129011692114_10153659396747115	Surrender or risk being killed, says Philippine President Rodrigo Duterte to a local mayor and his son who are allegedly trafficking drugs.
10153659381687115_10153659404662115	Yes we need to embrace technology but to some extent. Do we need driverless taxi? Are they taking the rice bowl away from the taxi drivers? They need the job to made a living for their family...have a thought for them.
10153659381687115_10153659432317115	This explains why, little by little, one at a time, such companies with blessings have been created and cropped up to support COE prices when everyone was expecting it to slide, it reversed for obvious reason.   Probably also wipe out those extra COE being released leaving consumers in a lurch.  It gives reasons to provide 50% or more in premium on prevailing COE prices for businesses as afterall, they are registered for revenue purposes whereas Individual COEs are meant mainly for necessity and needs with increasing ageing population.
10153659381687115_10153659402822115	next time, if these taxi are hogging the road, honk and middle-finger also no use. It\'s a robot, it will not give way. lack of human touch. ambulance got stuck , bus delay, don\'t blame us.
10153659381687115_10153659398157115	Just wondering, if this were to be launched at a large scale -- means TAXI drivers would have to go "drink north-west wind"?
10153659381687115_10153659395092115	Too rushed by 2018. Think the technology has not matured and safety is of top concern. I will definitely give it a miss.
10153659381687115_10153659550337115	If there\'s an accident, who to claim from?
10153659381687115_10153659422687115	Skali like the LRT, antenna spoil no brakes.
10153659381687115_10153659601222115	好高骛远！ 地铁和轻轨是否能安全顺畅通行都搞不好，还能搞出什么花样。求名求利而不求实务，将为后五十年埋下难以修复的败笔！
10153659381687115_10153659462192115	You either disrupt technology or be disrupted.
129011692114_10153659381687115	Local start-up nuTonomy expects to start limited commercial service by 2018.
10153659372832115_10153659475012115	NUS being one of the top university has overnight at least in my eyes became the bottom on my list, I do not believe they are not aware, will the head please stand out and put a Full Stop to this nonsense.  One of the cheers, "itai itai yamete" means "it hurts, it hurts, stop" in Japanese and can hardly be deemed acceptable in any context, says ST reporter Yuen Sin. You might not understand foreign languages.....
10153659372832115_10153659387227115	The abuse suffered by freshmen during orientation have been reported for years. The institution failed to stem it out, allowing the twisted "culture" to persist.
10153659372832115_10153659453597115	NUSSU, please show the students the movie "Spotlight"..... and ask them for a response ...... NUS fail to protect their students....... I urged the student who felt violated to report to police and let the case be the precedence to serve as a guide for the future....... It\'s alway fun and game until someone get hurt....... Time to get rid of the black sheep....... What do you achieve in a sexualised orientation except showing yourself as immature/naive?..... Furthermore, no remorse...... Sad.....
10153659372832115_10153659402062115	They role playng publicly what my fren was role playing in secret for years with Japanese BDSM porn. The affected students or concerned individuals should file police reports since the uni isnt gona stem this out. It\'s no diff from the roman catholic church at the vatican level shielding its countless priests abusing boys. It is illegal to abuse an adult in such a manner.
10153659372832115_10153659625057115	The guys didn\'t turn into sexually deprived misogynists overnight in varsity. Societal perversion, NS and its masochistic culture ("bro"-dom) and prevailing attitude towards women, Internet porn - they all come to a head when our boys get to university.  This isn\'t going to be easy to eradicate. Because all the university authorities can do is to clamp down on orientation and eradicate sexualised games. They can\'t change the mindset of the boys and these boys will carry their warped values into the workplace after graduation, and into their personal lives in future.      This isn\'t just about orientation camps anymore.
10153659372832115_10153659490377115	This saga is really becoming no eyes to see... It\'s like a toddler crying to parents to buy toys for them in a departmental store.. Yet they say they r old enough to decide.. Then show that u r mature enough..When u don\'t get what u want, suck it up and move on.. Welcome to adulthood!!
10153659372832115_10153659634952115	Those devising the perverse sexualised acts and the dunking should have asked themselves if anyone doing it to their younger siblings or daughters and sons, will they condone it? Obviously they would not. Then why they come out with such activities?
10153659372832115_10153659681962115	Seriously.... to all those advocating an abolishment of orientation. Great job in ensuring your kids turn into the typical, stiff, study bots who are protected from everything up til the time they are thrown into the real world, pretty much what Singaporeans are so well known to be. Relevant in a certain sense: Yes, but rapidly losing the edge it in today\'s world.   PS: No im not condoning oversexualisation. But the outcome exposed quite a bit in terms of most of us Singaporean\'s thinking, default response and character.
10153659372832115_10153659667337115	Send those organizers to Boot Camp. This idiots suppose to educate themselves using tax money n come to work hard n build the country. How can such perverts work morally ? Imagine of them become a Police officer. He might be a rapist than the one to arrest. Must give them.good medicine to detox them.
10153659372832115_10153659637047115	"The real issue is whether there are enough safe spaces for young people to have frank and non-judgmental discussions about sexuality..."  Since when were orientation camps about discussing sexuality?!
10153659372832115_10153659465507115	Orientation Camps are entirely voluntary and have no bearing on one\'s academic record. If there are more prudish individuals that feel uncomfortable with such "games", they have every right to voice out, decline participation or skip the camps entirely. "Peer pressure" is a pathetic and juvenile excuse for being accomplice. This is university, not high school, there\'s no need for mollycoddling.
10153659372832115_10153659522927115	Some people said we are outdated and backward thinking and that we must learn from westerners. Well , even westerners knows how to respect people and even if they are open minded but they don\'t do this openly in their schools .
10153659372832115_10153659603312115	Teachable moment does not mean the culprits do not face dire consequences. Hand them over to the police to let the law take over. This is also teachable moment. Plus, they will learn to take responsibility and be accountable for their perverse actions.
129011692114_10153659372832115	One of the cheers, "itai itai yamete" means "it hurts, it hurts, stop" in Japanese and can hardly be deemed acceptable in any context, says ST reporter Yuen Sin.
10153659363707115_10153659394747115	Minister in charge. Please wake up. Not justifiable for you to draw such a super high salary with this kind of lacklustre performance. You truly deserve a pay cut of 30% for now. Only to restore the pay when things gets better.
10153659363707115_10153659653207115	Train service on the North-South Line resumed at 9.19pm, while service on the East-West Line resumed at 9.37am, SMRT said in subsequent tweets.   Resumed 9.19pm?!?!?
10153659363707115_10153659375327115	It\'s almost a daily affair. It happens every now and then. Not much improvement even after the sleeper replacement. Was the sleeper the exact cause of it? Really?
10153659363707115_10153659448292115	Track fault almost every week or month. Just put up a notice on all media estimate 1month beforehand. Stop train services for the entire month. Do a real overhaul. Suffiecent time given to them. they have to find ways to go to their destination by bus or walk and estimate the time of travel. Stop spoon feeding these ppl until they don\'t know how to use their brain.
10153659363707115_10153659369577115	Yishun to Woodlands and Boon Lay to Joo Koon~~ nice ._.
10153659363707115_10153659451562115	It occurs in the morning peak hour again. SMRT must be penalised for  disrupting train service at peak hour as it affect our economy! This is the period when workers are rushing to work, i.e. making money for the economy. They start work late because of the delay, our economy suffers! To clear backlog work, OT may be necessary, who are paying it? Time is money! Who is paying for these lost working hours? LTA must penalise the train operators for these peak hour disruption. Work out a formula so that the operators know how much to pay. The fund collected can be used in improving maintenance, training of maintenance staff n replacement of parts etc.
10153659363707115_10153659391997115	Really disappointed. There must be more that can be done to minimise future occurrence. It\'s getting too frequent. Relevant government please look into this asap, and please Budget in the likely hood of system total overhaul.
10153659363707115_10153659510997115	I already said: "Sack the SMRT CEO pronto!" Ghomen should take back "privatization." Ghomen should run transport services. Hope the Transport Minister is up to it lah! Amen! Remember: Cheep, cheep hah! for poor commuters!
10153659363707115_10153659715052115	Getting first in almost everything but we almost got last or last in train service. The lady CEO got sacked for a few breakdowns. Current CEO should be sacked long time ago for countless breakdowns yet still drawing million salary.
10153659363707115_10153659438217115	Ayio....good morning to all.... Take bus lah...😄 Maybe annoying to some....but if the train breakdown than take times to repair.... Wat...😄 No biggie lah...😄
10153659363707115_10153659438297115	Confidence level in this has dipped. No more that kind of "I can predict my time of reaching my destination". I had this confidence few years back. But now no more.
10153659363707115_10153659447907115	Lol... if not taxi/uber/grab "surcharge/booking fee no enough mah" Btw we all knows.. this Co who has share in it right... pocket getting too heavy liao
10153659363707115_10153659426332115	They should pay for consultation fees like NAC to solve this issue. But really frustrated everytime late for work due to this then kanna f by customer.
10153659363707115_10153659482737115	Guys, no point making noise, seen as nuisance.  Correct me if I am wrong.    Since these companies are Privatised, therefore technically not privy to be considered as "Public Transport" as they are profit driven entities.  Since our dear Ministers are at total lost and can\'t resolve this persistent problem, felt we could find where it hurts them most, their pockets.  It should be mandated, these profit driven entities, should be required to compensate all affected passengers who were present at time of breakdown (5-10 mins) within the premise, after paid for the tickets and/or between the turnstile on both origin and destination.  A compensation of say flat $30/pax for each incident could be seen as an amicable amount.  It should not be seen as possible profiteering or abuse of such compensation, but rather a reimbursement of an average distant travelling via taxi.   No amount of compensation is enough for someone, who might need to arrive urgently for medical attention; missing examination; losing their jobs....etc.  I think it is fair to call for such compensation to appease commuters.  Ultimately, the objective is to get the trains to run efficiently especially since it has been noted to happen during rush hours.
10153659363707115_10153659469027115	Wow 2 days prior to that there was also a mrt fault at east west line. 2 days later another disruption.
10153659363707115_10153659374137115	The trains starts late every Sunday for such incidents on weekdays?
10153659363707115_10153659380142115	North south east west who\'s the best! Er...
10153659363707115_10153659451622115	North East West South oh is NEWS ya.
10153659363707115_10153659548772115	Sam Leng, How could the govt. accept the frequency of such breakdown? In the 1970s, there weren\'t MRT, I had to take a bus from Tiong Bharu to Bukit Timah Campus during first year and during 2nd year, sometimes from Bukit Timah to our Engineering campus in Prince Edwards Road and the service of SBS was remarkable although crowded!
10153659363707115_10153659419632115	Always during the peak period :) maybe they got cheap work done during sleeper replacements. The trains are more bumpy compared to last time. The jerking and braking on our rides are becoming more unbearable causing people to fall over each other more often. There needs to be improvement or some form of remediation.
10153659363707115_10153659692742115	Ex general in charge who cannot solve the train problem. Why did they put a army general to run a train company? Does he know transportation? Really useless chief.
10153659363707115_10153659386807115	Can Transport Minister reassure the public that such things will never happen again?... wait, what the hell have i smoked...
129011692114_10153659363707115	The North-South and East-West Lines were both hit by track faults on Tuesday morning.
10153659324007115_10153659325387115	If that\'s the case, there should be a high level inquiry into this. Doctors have an ethical responsibility and a fiduciary duty, but if they are beholden to corporations, then something is gravely wrong.
10153659324007115_10153659393222115	It\'s even more shameful that a country with a high standard of integrity like Singapore were to have such behaviour. There should be severe punishment for this as it\'s very cruel to treat workers this way.
10153659324007115_10153659404147115	It\'s sad that the employers have this kind of slavery mentality where money and profit comes first at the expense of workers\' welfare and doctors who lack the moral courage to do the right thing. ST should expose their names to shame them!
10153659324007115_10153659362037115	The doctor should take over the worker\'s job and see if he can even last a day with all fingers intact😡😡
10153659324007115_10153659331002115	World number 1 in a lot of things but some employers here why so hard hearted?
10153659324007115_10153659657707115	Come on... please treat foreigner workers fairly as well, they are human being... losing an index finger is already heart breaking and how could it be recovered within a day... both employer and doctor should be penalized.... doctor should be punished more heavily as they are the professional unless he or she received funds from employer... shame on you, doctor!!!
10153659324007115_10153659451997115	Well i feel that it is also related to staff medical benefit or group insurance thingy. Whenever we visited the doctor, its either u get an mc or not, whether the need for long or short mc, giving the better kind of medicine to the normal medicines etc will depend if u used the card upon registration. Its either the company or the insurance scheme. I used to suffer a very bad back pain, i cant walk properly, cant sit or lie down. I went to see gp despite having my brother to assist me, i was given 1 day mc n anarex a muscle relaxant. The next day went to hospital, was admitted for a 3 days and mc for 1 week. And they gave 3 types of painkillers not muscle relaxant.   So are doctors given certain quota or certain checklist from employers or thru insurance company to follow?
10153659324007115_10153659429782115	Index finger of master hand. The yard themselves have to do a proper judgement. If an accident occurs, they have to do a proper investigation. They can\'t just hid the fact and in the end get themselves into more trouble. No doubt there are some workers intentionally injured themselves just to get insurance claims. That is why these accidents have to be reported so that the MOM and insurance side can do a proper investigation. Trying to cover up and asking the doctor to fake a report only makes thing more complicated and at the same time losing their professionality.
10153659324007115_10153659455312115	Companies have ways to avoid reporting workplace incidents and accidents to MOM. Giving the victims maximum 3 days MC and longer light duties. And companies will sent victims to their private practioners to cover up. Admissions to goverment hospital will ring the bell. And to some extend, the WSHQ department even abide by the company orders to cover up.
10153659324007115_10153659676007115	This is disgraceful how foreign workers are treated. What have we become as a nation. A superior high handed snobbish society that look down on foreigners-construction workers, maids, nurses, service industry workers and yet can\'t get our hands dirty to do laborious work. A grumbling society that has lost the heart of empathy and just being a decent human. What have we evolved to?? I actually am bothered about our future with the way our attitudes are right now.
10153659324007115_10153659703227115	Just to think our employers are rich people enjoying the good life these manual labourers bring to them. How can they answer to their own families regarding their practices while living luxuriously.
10153659324007115_10153659666622115	Sadly this also happens in well established firms. Sadly not only foreign workers are affected  but also local Singaporeans who work for these establishments. Apart from insurance claims it is also result of evading of work place safety breach issues being spotted by Agencies.
10153659324007115_10153659651997115	I had a fine hairline crack in my palm 2 years ago from falling down.. visited one of the top private hospitals.. was lucky to get 2 weeks medical leave for that but I returned to work 3 days later because there were so much work I wanted to complete! I felt bad for workers that received discriminated medical leaves.. but their doctors also needed to think in best interest of employers... just a day is too little though!
