POST_ID	POST_TEXT
10153657751817115_10153657853167115	What Canadian air crash expert Larry Vance said cannot be believed. He merely used a hypithetical situation to explain without any real proof or evidence. What really happened to the plane was an unfortunate incident due to erratic earth magnetic forces. The plane was rescued by 3 UFOs and the passengers are safe in another planet.  Add on 2/8/16. There will not be any evidence discovered on land or sea about the missing MH370 because there was no plane crash. MH 370 disappeared from radar somewhere over the waters between the Malay Peninsula and the tip of Viet Nam. There was no distress call, and the plane disappeared from radar tracking the flight.   Malaysian airlines flight MH370 flew into an EMP pulse in-progress, as a result all electronics on board were electrically destroyed leaving the pilots flying blind. This explains why cell phone calls were not made nor returned. It also explains the odd protracted flight path of MH370. With condolences to the family and loved ones of the passengers and crew of the March 8th, 2014, Malaysian flight MH370, it’s fate was unavoidable. The electronics aboard the aircraft were destroyed by an enormous electro-magnetic pulse, otherwise known as an EMP. The pilots had no way of navigating a jet aircraft without their instruments of high flight where no landmarks can be seen, most especially over the ocean.  (According to Wikipedia.org, an electromagnetic pulse is a relatively short burst of electromagnetic energy. Its shortness means that it will always be spread over a range of frequencies. EMP events usually induce a corresponding signal in the victim equipment, due to coupling between the source and victim. A common problem in the mid-twentieth century was the interference emitted by the ignition systems of gasoline engines, which caused radio sets to crackle and TV sets to show stripes on the screen. Laws had to be introduced to make vehicle manufacturers fit interference suppressors. A large EMP can induce high currents and voltages in the victim, damaging electrical equipment or disrupting its function.)  People will laugh it off if they are told MH370 was stabilized within the powerful energy field of a high civilization’s UFO spaceships, which kept the bulk of the plane intact until it was rescued and safely landed on a planet known as Andalusa in our Milky Way galaxy, the closest planet to our solar system that is similar to Earth, and all aboard passengers and crew disembarked to live with the community there. The fact that the MH370”s passengers and crew are still alive is a proof that most of the family members still hope their ‘dead’ ones  will return one day as they know deep in their heart they are still alive somewhere.
10153657751817115_10153658497227115	I\'m still in doubt in a suicide attempt by the pilot. Why the pilot need to be so adventurous and systematic just to commit suicide? He can just jump down from an overhead bridge and knock down by a truck or shot his brain off with an easily available fire arm in Malaysia. Nothing glamorous about death. Something fishy is going on in Malaysia. Any expects can be bought to manipulate the crash theory to cover up something. I guess, someone in the plane knew something too much.
10153657751817115_10153657829957115	Or it could be the pilot himself trying to land on water to save the passengers
10153657751817115_10153657803567115	Very unfortunate omission  of the words "OR HIJACKER" in the caption: " giving support to the theory that the plane was brought down by a rogue pilot or hijacker."(ㆆ_ㆆ)
10153657751817115_10153658111032115	the pilot is not rogue..nor is the plane or the plane owners. its the goverments around the world n its media thats rogue.
10153657751817115_10153658083897115	The question here.. somethin fishy abt MH370.. the big plane till nw missing nt even any of it part can be found.. all i can say we just pray sooner or later to knw what really had happend
10153657751817115_10153658246202115	Suddenly alot of experts here... lol.. If talk abt football everyone is a world class manager, talk abt politics everyone is a politicians, talk abt meds everyone is a professor in medical... ppl always trying so hard to show how smart they are here.... 😑😑😑
10153657751817115_10153658981252115	I very much doubt this theory just for the simple reason that there is no proof nor evidence backing it up! If we believe in every single theory out there that is not presented with solid proofs we will never know what really happened to that plane and its passengers. Meanwhile, I pray that God may have mercy on all their souls and give their families the strength to overcome this tragedy 🙏🏽
10153657751817115_10153658164887115	if Mh370 is ever found, it will be found in the triangular coordinates between the Sychelles islands, Maritius, and Diego Garcia. The plane most likely decended there on autopilot after running out of fue.
10153657751817115_10153657757842115	Who can tell who was flying the plane at that time. May not be the actual MAS pilot.
10153657751817115_10153658017717115	All these experts are no better than any untrained people. None of their theories hold up
10153657751817115_10153658126897115	This pilot has court case news reported, ppl witness seeing him in troubled face n experts saying very high possibility he committed suicide.
10153657751817115_10153657761912115	If so, insurance must pay the victims\' families adequately
10153657751817115_10153657850342115	Heard too many expert...
10153657751817115_10153658015017115	Only the black box can speak the truth...
10153657751817115_10153659490637115	So much juicy journalism about rogue pilots and hijacks. 1 line at the end barely mentioning control ditching.
10153657751817115_10153659260277115	who the expert is? can\'t even find the plane and keep on making assumption?
10153657751817115_10153658301377115	It\'s always been the rogue pilot theory and finally some hard evidence to support.
10153657751817115_10153657803712115	Wow the committee involved in this is making a fortune eh? Who knows they could be dragging the whole thing!
10153657751817115_10153658284457115	Dead man can\'t talk.
10153657751817115_10153658146472115	It shd hv been landed somewhere in other country.
10153657751817115_10153657774442115	The photo is one of P-3 Orion not B-777...
10153657751817115_10153657809907115	https://youtu.be/yFDzvN944SY
10153657751817115_10153657805907115	https://youtu.be/Dmw0evr6uvI
129011692114_10153657751817115	Evidence from the flaperon showed that it was extended as if for a landing, suggesting the plane was in a controlled flight when it hit the water.
10153657728337115_10153658148872115	Second typhoon at VN
10153657728337115_10153659420637115	Shanti Li Jenny Yang san, gimana terbang kebeijing?
10153657728337115_10153658167842115	Take note babe! Rkycia Poh
10153657728337115_10153659303102115	Zel Shihui good sia can enjoy there
10153657728337115_10153658253062115	Stay safe! Eva Cheung Tom Alaerts
10153657728337115_10153659316707115	Peixuan Chua
10153657728337115_10153657777977115	Raja Jibrail show ur mama
10153657728337115_10153658467807115	Omg 😰 Alvin Yh
10153657728337115_10153657830422115	Vernise Cheah 😟
10153657728337115_10153657731837115	Wei Min
10153657728337115_10153658394007115	Choo Cy
10153657728337115_10153658286137115	Grace Lee . Careful omg Jean Gan Lau Cheah Yee
129011692114_10153657728337115	Cathay Pacific and Dragonair announced that all departures and arrivals to Hong Kong International Airport between 10pm on Monday and 2pm on Tuesday would be suspended.
10153657694592115_10153657776097115	"... train\'s emergency halt request button, which could only be activated when a train comes to a complete stop at a station, which prevents it from moving off again."   An emergency halt button that only works when the train is stopped.   Am I missing something?
10153657694592115_10153657746912115	So ... If the antenna was spoilt and the emergency button was not responding and if no one called, the LRT would\'ve just kept going on and on and on ... Sounds just like the Duracell rabbit ..
10153657694592115_10153657700612115	The E.stop button is used to stop a train that is already stopped...Brilliant!
10153657694592115_10153657776137115	This is a complementary roller coaster ride given to every LRT commuters during this Great Singapore Sales! It\'s a sales gimmicks targeting at the younger crowd and not for the faint hearted... lol
10153657694592115_10153657718577115	Aside from the emergency stop button fiasco I also wonder how safe it was for the train to take turns at 55kmph.   SMRT\'s official statement is: "We have confirmed that the train did not exceed 55 km per hour during this incident. Commuters may wish to know that BPLRT trains operate at a speed range of 30 – 55 km per hour depending on the gradient and turn of each section of the BPLRT network."  Yet Ms Bong has said "Its speed was quite fast and the train also did not slow down as it usually does at corners."  SMRT may wish to further clarify that the train did not exceed maximum speed at the corners referred to by Ms. Bong.
10153657694592115_10153657990377115	One too many incidents occurred! Breakdowns, malfunction, faulty tracks, technical glitch, all at fault except the stupid CEO and management overseeing the train operations!   Really pray that no more innocent lives will be loss as a result of such frequent breakdowns and what nots!   When is the CEO of SMRT/LRT going to wake up? Is he waiting for another innocent live to be loss, then he will wake up his freaking idea?   And where is the Minister of Transport all this while during the frequent breakdowns? Bunch of cowards!
10153657694592115_10153657731017115	our smrt n lrt and is getting from bad to worst. Imagine if the train hits a another, what will be the consequences and what will the gov respond?
10153657694592115_10153658388942115	While Ms Bong also said that she felt that the train had been moving quite fast, SMRT confirmed that it did not exceed 55kmh during the incident.  BPLRT trains typically operate at between 30kmh and 505kmh.  505kmh.... if so..... no one will be late for work.... maybe can join F1 and win the race...  nice one Straits time
10153657694592115_10153657719322115	Sounds scary. Imagine if it doesnt stop at all macam the bus in the Speed movie, prob gonna end up crashing into some HDB blocks. This is a serious safety issue that the govt needs to look at & ensure it doesnt occur again.
10153657694592115_10153657712147115	Dear SMRT I think u need to evaluate what is the meaning of Emergency Stop button. You have made a very important button to a single function button. I think u need to review if this was made when your engineers are drunk. The process to get help is also tedious and adds redundancy to actual emergencies which in turn allows a better chance for passengers to get help, to fail. This incident it is lucky that no one is injured. But luck can only bring u so far, u need to review. Really.
10153657694592115_10153657712232115	What bullshit of E Stop means cannot move off. Means once train moves the button cannot stop it. Really bullshit reason and if true then we truly know how dumb their safety meadures are. I use this service and will change to buses instead.
10153657694592115_10153657757617115	I had been posting many times. LRT should be scrapped . Low usage n high cost. Integrate to the new train lines with buses.
10153657694592115_10153657767522115	Imagine the train bearing into CCK station which is end of line at full speed and the E Stop is not working. Dun sit at window near d front windows.
10153657694592115_10153658350987115	Don\'t suggest so much pls, this also complex n professional fees might go over 69m , take bus safer n sure will stop. This train no brakes to stop no matter how many times to press the emergency button
10153657694592115_10153657732112115	But if sensors are faulty then all safety parameters will be breached. What safeguards are there to stop a runaway carriage ?
10153657694592115_10153658673517115	I would have been traumatised by this event had I been on that LRT.
10153657694592115_10153657696922115	So lucky no one hurt...... yet another lapse that LTA and Govt.  Some thing must be done to REVAMP SG public transport.  Really Pathetic!!!
10153657694592115_10153657830012115	So an antenna fault is what it takes for a rollercoaster to operate?
10153657694592115_10153658273992115	If the speed is 50km/hr and the antenna is spoils , it will turn the corner at same speed. This could throw the train off track.
10153657694592115_10153657759167115	Must we wait for lrt to topple down before they get down to serious maintenance works....
10153657694592115_10153659248722115	Ok. It\'s the antenna fault not the Emergency button fault. Nobody died. Let the train move on.
10153657694592115_10153658265742115	我个人觉得PTC17项建议其实有一些存在多时？如所有巴士上应该装置报站显示屏、地铁巴士双语或四种语言显示站名和报站，这些在国外甚至第三世界国家公交早就有了、地铁站自动扶梯不单是速度、扶梯数量也需要检套增设同一位置标准是三台？而不是一台或两台、确保维修故障时也任何时候都有上下扶梯正常运作，就像过去的周末环线巴耶里巴站扶梯维修、列车故障正逢高峰时段、超级拥堵，这如何避年是个长期问题，如果进一步放慢速度人潮会更慢舒缓、离开月台地铁站的平均速度也会进一步导致站内更拥挤，巴士站应该增加高度雨天也能不撑伞上下车、尤其是婴儿手推车轮椅无法开伞，地铁列车也许应该特设大型随身品如脚车、通勤工具、电动轮椅、婴儿车、购物车等集中在一个车厢、避开碰撞和过度拥挤难以上下车、因为需要空间移动、不像一般搭客，此外随着列车班次增加？先前减除的座位应该恢复、需要座位的人会更多、应该增加座位才是亲乐龄亲家庭的做法。
129011692114_10153657694592115	A commuter on board described the ride as "alarming" and "scary", saying that the "speed was quite fast and the train also did not slow down" at the corners.
10153657679487115_10153657714372115	The beautician can now do facial for her cellmates FOC in the prison.
10153657679487115_10153657685702115	The right decision and punishment in my opinion is revoked her PERMANENT RESIDENT rights and sent her back to CHINA to set a precedent.
10153657679487115_10153657696567115	That a hefty potential sentence for someone who cheat the casino and gain only $600, where by more serious offenses have lighter sentence.
10153657679487115_10153657767237115	We give PR to beauticians now?  Anyway, so many crimes because of the casinos.
10153657679487115_10153657754707115	Ya but pinky say sinky create more crimes. So give them citizenship first and add to "sinkie commit more crimes"
10153657679487115_10153658454547115	After her imprisonment, revoked her PR. Repatriate her with permanent ban.
10153657679487115_10153657681767115	Nvm now can go inside be a beautician too
10153657679487115_10153657693552115	Foreign Talent.....hahaha.
10153657679487115_10153657799997115	Should claim "major depression"
10153657679487115_10153657850322115	Smart in the wrong way.
10153657679487115_10153657680172115	this one, stupid. not worth it.
10153657679487115_10153657696147115	i think underage driver killed someone 8 months
10153657679487115_10153657986487115	Hopefully Sun Ho ends up there and she go do facials for the horse! Even horse nails!
10153657679487115_10153657777657115	Kong Hee 8 years for $24,000,000 CBT! HELLLOOOOOOOOOOO!!!!
10153657679487115_10153658499637115	Benjamin IndeBraekt
129011692114_10153657679487115	Tang Shiwei exchanged a total of 30 counterfeit $1,000 chips at Marina Bay Sands. Her total reward was $600.
10153657644697115_10153657680247115	make it available to Jurong too
10153657644697115_10153658266282115	我个人觉得PTC17项建议其实有一些存在多时？如所有巴士上应该装置报站显示屏、地铁巴士双语或四种语言显示站名和报站，这些在国外甚至第三世界国家公交早就有了、地铁站自动扶梯不单是速度、扶梯数量也需要检套增设同一位置标准是三台？而不是一台或两台、确保维修故障时也任何时候都有上下扶梯正常运作，就像过去的周末环线巴耶里巴站扶梯维修、列车故障正逢高峰时段、超级拥堵，这如何避年是个长期问题，如果进一步放慢速度人潮会更慢舒缓、离开月台地铁站的平均速度也会进一步导致站内更拥挤，巴士站应该增加高度雨天也能不撑伞上下车、尤其是婴儿手推车轮椅无法开伞，地铁列车也许应该特设大型随身品如脚车、通勤工具、电动轮椅、婴儿车、购物车等集中在一个车厢、避开碰撞和过度拥挤难以上下车、因为需要空间移动、不像一般搭客，此外随着列车班次增加？先前减除的座位应该恢复、需要座位的人会更多、应该增加座位才是亲乐龄亲家庭的做法。
10153657644697115_10153657840617115	How much passenger load can the bus services help to alleviate?
10153657644697115_10153658241687115	Two buses only...where got enough??
10153657644697115_10153657939422115	How much is each trip?
10153657644697115_10153657646357115	Nicholas Tan 😱 hopefully it will benefit us!
10153657644697115_10153658068062115	Irena Jbg that\'s good for u
10153657644697115_10153658114537115	Yanzhen Chen don\'t need squeeze in the morning le!!!
10153657644697115_10153658120362115	Woo!! Vicky Wang is it can nap on bus like you
10153657644697115_10153658257052115	Serene Yeo hehehee
10153657644697115_10153658295627115	Eileen Lee fyi
10153657644697115_10153657675207115	how about considering  scrap off the surcharge for taxi during peak hour?  in city like ours and current lifestyle, we don\'t need surcharge now.
10153657644697115_10153659218582115	Anne Huang June Shu Qing Chai
10153657644697115_10153657676472115	Ian Christopher Buyan
10153657644697115_10153657739287115	Christabel Lim
10153657644697115_10153659261582115	Stella Allets Evelyn Ang EnOn Poh
10153657644697115_10153657694867115	Ally Ryan
129011692114_10153657644697115	The bus services, for Hougang and Buangkok/Sengkang, will make two one-way trips to the CBD in the morning and two one-way trips back in the evening on weekdays.
10153657618327115_10153657684317115	Die also die already.... It\'d be your words against the dead lor...
10153657618327115_10153657920012115	Why is he allowed to work for the company after such serious accusation of attempted rape? The company has a duty of care to their customers and exercise to their upmost ability to Ensure this. Seems to be a pretty obvious case of mismanagement within the company.
10153657618327115_10153657624887115	It was reported "Su Ming-cheng, 53, had gone on leave before the appeal hearing:.  That raises a question why they allowed him to drive the bus knowing that he has  a criminal case waiting to appeal?
129011692114_10153657618327115	In My Paper 我报: Driver Su Ming-cheng had been accused of sexual assault on a tour guide in 2013. He lost his appeal in June and returned to work on July 12, raising suspicions he started the fire on July 19 out of spite, Taiwan media reported. http://str.sg/4SHD
10153657581407115_10153657731917115	Just returned from Kyoto. There are these massive temples built with massive timber during the year 1895, just after the Japanese occupation of Taiwan. Remembering the massive trees, mostly cut long ago, and the railway built by Japan in Alishan, I was wondering whether the massive timber pillars of the temples came from Taiwan.
10153657581407115_10153657606902115	The indigenous people of Taiwan are the ancestors of Malays :)
10153657581407115_10153657634942115	Sowing the seeds of discord between ethnic chinese and indigenous communities
10153657581407115_10153657716637115	Not only in taiwan .. Look at Borneo.. Greedy vs loving nature tribe..
10153657581407115_10153657795312115	At least, the Taiwanese know how to apologize, unlike the mainlanders.
10153657581407115_10153658059352115	You need to start fixing your economy and start changing to reach international standards likE Hong Kong and Singapore. And start boosting this place.
10153657581407115_10153657689917115	Same goes for that Kevin Rudd wjile he became Australian PM....
10153657581407115_10153657708232115	#对不起大家哦！😅
10153657581407115_10153657625347115	Umar, not all!
10153657581407115_10153657608297115	Tahu pun
10153657581407115_10153657635357115	chgvgvgvjncjnb ncdsxsxxxzzzasdfrgjj,,.
10153657581407115_10153657588257115	Thiri Lwin Maw
129011692114_10153657581407115	"We need to look at history seriously and speak out the truth," says Taiwan president Tsai Ing-wen.
10153657576737115_10153657961867115	Medias from the rest of the world would be using "Chinese business" instead of china business
10153657576737115_10153657631442115	Uber only stand 13% in the market.. how to compete? Furthermore Jack Ma co-own 滴滴 and market standing 87%.. Better to sell la.
10153657576737115_10153657673062115	No need to buy,  Uber is crush and dead in China.
10153657576737115_10153657581307115	Athalie Tan lol sumuko ang Uber
10153657576737115_10153657602592115	Smart. Take the billions and explore elsewhere.
10153657576737115_10153657628292115	The winner is Temasek. Temasek Holdings has participated in a $2 billion funding round in mainland Chinese Uber competitor Didi Kuaidi, which is present in more than 300 cities. This round of funding includes prior investors Alibaba Group and Tencent Holdings, as well as domestic funds Ping An Ventures and Capital International Equity fund.  Uber being American, cannot compete with these giants
10153657576737115_10153657579687115	Lol. Uber surrendered!
10153657576737115_10153657741902115	Didi jie xin ku.
10153657576737115_10153657939212115	An app is worth billion.....no brainer..
10153657576737115_10153657745392115	Better don\'t buy
10153657576737115_10153657580732115	If Uber can\'t enter the market, it will be even harder for Grab.
10153657576737115_10153657613507115	Wow... 35 BILLION...
10153657576737115_10153658303952115	No cash involved. They will just  swap share between each other.
129011692114_10153657576737115	Uber might be washing its hands off China.
10153657563887115_10153657629662115	More important PM, you need to convince them to return home to serve our country because we are short of talent.
10153657563887115_10153657656182115	Best Boy!
10153657563887115_10153657572582115	PAP 100 years... huat !!
10153657563887115_10153658109787115	Jiajun Teo
129011692114_10153657563887115	"We have much to celebrate because we have spent 50 years together and are now embarking on the next 50 years, the second half century of our nation building journey," says Prime Minister Lee Hsien Loong in Washington.
10153657517177115_10153657561652115	Widening of the access lanes at mrt stations for the handicapped and baby strollers will be a welcome improvement. Too often it\'s a tight squeeze.   How does reduction of the escalator speeds improve the movement of passengers?   On buses, the Government should review the access (with manual ramp handled by the bus captain) through the exit doors for passengers in wheelchairs.  This increases the stopping times at bus stops whenever passengers in wheelchairs board or alight. Putting a hydraulic ramp at the front door (access needs to be redesigned) will not require the bus captain to leave his seat for passengers in wheelchairs to board or alight.
10153657517177115_10153658089102115	Reduce the fare and shut the hell up lah. Maintain the rail and services to cater the mass. Wanna car lite country do your part in fixing the right thing o govt.
10153657517177115_10153657534227115	PTC nothing better to do already... Reducing escalator speed.. Lol.. How slow u want it to be? Might as well use staircase..
10153657517177115_10153658266862115	我个人觉得PTC17项建议其实有一些存在多时？如所有巴士上应该装置报站显示屏、地铁巴士双语或四种语言显示站名和报站，这些在国外甚至第三世界国家公交早就有了、地铁站自动扶梯不单是速度、扶梯数量也需要检套增设同一位置标准是三台？而不是一台或两台、确保维修故障时也任何时候都有上下扶梯正常运作，就像过去的周末环线巴耶里巴站扶梯维修、列车故障正逢高峰时段、超级拥堵，这如何避年是个长期问题，如果进一步放慢速度人潮会更慢舒缓、离开月台地铁站的平均速度也会进一步导致站内更拥挤，巴士站应该增加高度雨天也能不撑伞上下车、尤其是婴儿手推车轮椅无法开伞，地铁列车也许应该特设大型随身品如脚车、通勤工具、电动轮椅、婴儿车、购物车等集中在一个车厢、避开碰撞和过度拥挤难以上下车、因为需要空间移动、不像一般搭客，此外随着列车班次增加？先前减除的座位应该恢复、需要座位的人会更多、应该增加座位才是亲乐龄亲家庭的做法。
10153657517177115_10153657523852115	The best improvement one can look for is fare reduction. All other improvements are peripheral.
10153657517177115_10153657604822115	Now recommends improvement. Next approves fare hike. One family.
10153657517177115_10153657536747115	Relocate exit to the rear of the bus.
10153657517177115_10153658216217115	Reduce escalator speed? Meh. I think you are guys already slower than Hong Kong\'s MTR?
10153657517177115_10153659044682115	Bullshit la reduce escalator speed, people got to rush to work and school still one to slow them down....
10153657517177115_10153659164397115	had a loud speaker to announce the destination & ask passengers to move up for double deck bus. Most passengers are looking at their HP so you can save money sticking signage in your bus.
10153657517177115_10153657632162115	During peak hours, many youngsters are rushing to work.  Reducing escalator speed is not the answer but cause frustration that force them to run up the escalator which may hit the elderly accidentally.  There are lifts for the elderly to use that cater for the disabled as well, why use the escalator that are meant for able bodied? Reducing speed just to accommodate their mobility does not make sense because the majority overwhelmed the minority who can use the lifts instead.
10153657517177115_10153657539492115	So fare hike coming soon. Beware. Haha.
10153657517177115_10153657796977115	They should recommend to scrap PTC while at it.
10153657517177115_10153657550327115	What we need is more escalators.
10153657517177115_10153657712772115	Reduce escalator speed? What are the lifts for then?
10153657517177115_10153657578137115	Reduce escalator speed? Now already congestion,  slower speed will make it worse
10153657517177115_10153657545292115	Bonnie Chia
129011692114_10153657517177115	Recommendations include designing buses to encourage commuters to move to the back and reducing escalator speeds at train stations.
10153657503047115_10153659301422115	Perhaps MOE should introduce basic words or simple phrases for greetings, thank you, goodbye -  in the 3 MT languages to all students. Can be incorporated into Social Studies - primary and/or secondary. Then encourage students to practise using their non-MT greetings during Racial Harmony day, every year! Haha! Some schools may already practise this but should make it across the board.
10153657503047115_10153657564667115	Just yesterday a malay uncle held the door open for me and I smiled, nodded my head, and said \'tandas\' thinking it meant thanks. He gave me a quizzical look which I disregarded; only later did i realise \'tandas\' actually means toilet.
10153657503047115_10153657635067115	Yee, in future to avoid misunderstanding and embarrassment, it is best not to say something you are not sure.  Body language is good enough.
10153657503047115_10153659455842115	Thank you Akbar Azad
10153657503047115_10153657517252115	Bhena Noor
129011692114_10153657503047115	"Our mother tongue has a close connection to our hearts, and it is a reflection of the society that we are in," says 17-year-old JC1 student Siti Rezkiah Mohd Radzelee.
10153657498622115_10153657719452115	fantastic... Great Singapore Spending... taxpayers\' money... ask hdb the running cost!!
10153657498622115_10153657502712115	Harrison Tan wanna live in a zoo?
10153657498622115_10153657635922115	Bread and butter citizens are not concern over this.  What is important to them is the price of the BTO flat.
129011692114_10153657498622115	HDB bags engineering award for innovative ideas behind Punggol Waterway. str.sg/4SHd
10153657489422115_10153657615207115	I still remember those days staying at old place where will look at window to wait for the "illegal" hawkers selling corns to satay to "gao lat" then we bring our own plates n so for satay. Now no more.
10153657489422115_10153657616882115	Yes, Sylvia Tan brought back sweet memories of old times.  There was a cinema named Alhambra at the site of the satay near the Tat Koh Yat bus terminus. You could smell aromatic fragrance of the roasting satays   It very difficult to find someone selling peanut cakes flattened by water-filled bottle rollers and rolled into Swiss rolls. Yesteryears,  Mee goreng came with small chunks of boiled potatoes,  beansprouts,  cut tomatoes,  cut vegetables,  peas, sprinkles of tiny chunks of mutton and egg. Chilli or  tomato catchup was one\'s choice. Nowadays,  Mee goreng is missing tomatoes,  potatoes,  peas,  mutton with only some egg, beansprouts and vegetables.
10153657489422115_10153658309627115	will never forget d old nasi-lemak for 50 sens.young boys walkin around with a basket....OR old bai on their bicycles,sellin curry puffs,epok epok,potato buns in a cardboard box...wow!!!!
10153657489422115_10153657649217115	Yes due to the safety, health, licencing, rental and so on. Most of those who ran the store are chase out of business as they cannot complied back then.  The food that stay are being pass down but not of the skill, just the recipe. As many can only make it taste something like the original but it isn\'t.  As they cut the effort but cooking it faster, reducing the flavor of it.  Some who pass to others tarnish the name as they cut the cost by reducing the ingredients used to make, thus not only losing the stall but the recipe as well.  There a lot of mock traditional food but they are no where close to what they use to be. As people believe it healthy and taste the same or better, changing up the recipe and the flavor of it.  How many of you remember how the original you tiao taste or the butter bread that sold in coffee shop. How many remember the frangance of the fried dishes where by now they seem diluted.
10153657489422115_10153657551142115	This place should be the satay club of those old days in Beach Road/Middle Road near to the famous Alhambra Theatre at the junction of Beach Road and Middle Road in 1940s. Movie-goers will eat at this satay club after the movie show :)
10153657489422115_10153658120277115	Clarke Quay was formerly raw rubber warehouse but now the most popular in town.  I used to have 2 bowls of laksa before walking back home at people park.
10153657489422115_10153659292437115	Brings back fond memories of my dad bringing us for a satay treat after he closes shop in Jalan Besar area and many a Chinese New Year Day when all other shops are closed!
10153657489422115_10153657557692115	I miss the spicy thin layer wet Malay otah original taste, no more this recipe in the hakeer centre can be found now.
10153657489422115_10153657540212115	Now food mostly cooked by prc ma. Last time local cook with heart and sweat and tears tat why so tasty. Salty ma😂
10153657489422115_10153657785772115	We must n should  give thanks 2 our government 4 all tis begotten foods that we all once miss n eaten
10153657489422115_10153657513047115	Funny, didn\'t the editor do a search. This tradition had long vanished where are we going to find these anymore and talk of preserving it.
10153657489422115_10153658122112115	The old  satay club...........you can never get that kind of ambience anymore...........?????
10153657489422115_10153657582952115	I wonder where can i find bicycle yellow soup noodle.it gone a long long ago even i can not find at hawker ctn.
10153657489422115_10153657680262115	Sometimes I envy my parents because they experienced the life in the 60\'s and 70\'s. When they travelled to other countries they experienced the authentic dishes and saw the true culture of those places. Now everywhere you go its the same - same modern malls, same food chains. Boring.
10153657489422115_10153657889897115	govt is not preserving this culture and heritage, it is destroying it instead
10153657489422115_10153657868647115	Agree. Some recipes are gone already. 😔 the food that requires lots of steps and are time consuming will fade out.
10153657489422115_10153657700937115	Yes. I strongly agree with that. Thats our culture and heritage. We must preserve.
10153657489422115_10153657713842115	James wang. Ur memories damn good. Agree with with u yesteryears is the best.
10153657489422115_10153657532652115	If they disappear despite all effort to preserve them. Then they have to go.
10153657489422115_10153657710737115	Never tried ice ball before. That will remain history.
10153657489422115_10153658175047115	These days the satays are all bought from same supplier. All are machine produced with the exact same shape ans size. Singapore cuisine is dead.
129011692114_10153657489422115	There are some foods that can no longer be bought for love or money. More should be done to preserve Singapore\'s culinary heritage.
10153657451052115_10153657484217115	It\'s better for bond holders to forfeit the remaining coupons due and ask for early redemption subject to judicial management restructuring
10153657451052115_10153657531447115	Its looks like flogging a dead horse. Poor thing.
10153657451052115_10153659460162115	I came across this useful analysis on Swiber\'s case posted on Linkedin.  https://www.linkedin.com/pulse/swibers-liquidation-7-things-we-can-learn-c-m-lee?published=u
10153657451052115_10153657465792115	Enforced SGX rules to show public investors confidence in SGX listed shares if deemed necessary?
10153657451052115_10153658542862115	Lynn Tan
129011692114_10153657451052115	Swiber and its subsidiaries have received further letters of demand, bringing the total sum of claims to US$50.5 million, up from US$4.76 million on July 8.
10153657450802115_10153657491572115	On this important nurses\' day and to all patients, visitors and members of family, please do not insult, scold and worse assault these nurses. I can understand your anxiety but nurses are there to provide you the comfort and needs. If you can control your temper, that is enough to make the day brighter for them
10153657450802115_10153657621067115	Nurses may not be ANGELS  <3 , but they are the next BEST thing!! ;-)
10153657450802115_10153657584502115	All nurses thank you👍👍👍👍
