post_id,parent_id,source_id,post_type_id,post_datetime,date_key,hour_key,post_text,headline,breaking_news,comment_count,likes_count,share_count,retweet_count,author_id,author_name,post_url,is_analyzed,create_datetime,update_datetime
1000223530067805_1000959929994165,189434891146677_1000223530067805,14,2,"2016-04-11 15:03:05",0,0,"The globe fall out so far: http://www.arcgis.com/apps/MapJournal/index.html?appid=1f611be658e74ad48f899d1d6152bdb4",NULL,NULL,0,0,0,0,1053816671375292,"Hong Ming Koo",NULL,1,NULL,"2016-06-15 06:41:06"
1000223530067805_1001054843318007,189434891146677_1000223530067805,14,2,"2016-04-11 18:50:03",0,0,"Last time the teachers and educators were so enthusiastic to praise about sinkapore as a ""wonderful tax haven"" time and again like a broken tape recorder especially during social studies and history lesson. Irony.",NULL,NULL,0,0,0,0,10154905572828709,"Juan Han",NULL,1,NULL,"2016-06-15 06:41:06"
1000880786668746_1000884846668340,189434891146677_1000880786668746,14,2,"2016-04-11 12:02:05",0,0,"I believe Dr Lee Wei Ling has way much more integrity.",NULL,NULL,0,17,0,0,10209517814761888,"Tung Chen Kum",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000884863335005,189434891146677_1000880786668746,14,2,"2016-04-11 12:02:05",0,0,"Very True , I am  one  . Look at Changi North . Its another Mumbai !  Most local Bank Executives n PMETS are screwed  by FTs and Our Govt simply act Blur ! Wonder how all this banks can get so many quotas for FTs . MOM just need  to Explain to We Singaporeans !",NULL,NULL,0,30,0,0,239933233043601,"KJ Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000886993334792,189434891146677_1000880786668746,14,2,"2016-04-11 12:06:00",0,0,"Taxi is a ""good"" job",NULL,NULL,0,1,0,0,10154263435204313,"St Heng",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000889913334500,189434891146677_1000880786668746,14,2,"2016-04-11 12:10:03",0,0,"Get the MPs & civil serpants to try driving taxi for a month or so.",NULL,NULL,0,11,0,0,10209842490243057,"Edwin Toh",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000890723334419,189434891146677_1000880786668746,14,2,"2016-04-11 12:12:00",0,0,"and when u switch to driving taxis..  LTA is there to screw u for any minor traffic offense with your whole day earning gone...  hahahaha..  Singapore is a great place",NULL,NULL,0,17,0,0,1604285599882381,"Javier Quah",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000892576667567,189434891146677_1000880786668746,14,2,"2016-04-11 12:18:03",0,0,"Very true and reality of life here instead of making the life true blue Singaporean much more better and happier they only interested in making costs low for this companies and making more profits by all means.",NULL,NULL,0,6,0,0,318768611797544,"Yan Gerek",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000895336667291,189434891146677_1000880786668746,14,2,"2016-04-11 12:26:02",0,0,"Hmm. 70% still happy about it.",NULL,NULL,0,5,0,0,1041214629249842,"Richard Ong",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000900586666766,189434891146677_1000880786668746,14,2,"2016-04-11 12:37:01",0,0,"...Paul Krugman and his sausage machine analogy...we can only produce more pricks who pretend they are good at governing the country...",NULL,NULL,0,10,0,0,10209491232695479,"Wyeming Ho",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000910553332436,189434891146677_1000880786668746,14,2,"2016-04-11 12:59:03",0,0,"He should be a clown
 Keeps telling jokes all the time",NULL,NULL,0,6,0,0,10206481514267134,"Linda Toh Jay",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000917586665066,189434891146677_1000880786668746,14,2,"2016-04-11 13:28:00",0,0,"70% voters likes it",NULL,NULL,0,6,0,0,637137983109796,"Alvin Yan",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000921126664712,189434891146677_1000880786668746,14,2,"2016-04-11 13:33:00",0,0,"Sick of seeing his fuck face everyday. No wonder 4D cannot strike...!!",NULL,NULL,0,10,0,0,1319404484739778,"Nigel Fosley Lew",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000946916662133,189434891146677_1000880786668746,14,2,"2016-04-11 14:28:02",0,0,"From power plants, to SIngpost, to shipping lines, bits by bits selling away national asset, ultimately, selling the country to foreigners...time for father to get up from his grave.",NULL,NULL,0,4,0,0,1285104364851506,"Paul Tan",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000966669993491,189434891146677_1000880786668746,14,2,"2016-04-11 15:28:04",0,0,"Wow! Even the blind,  deaf & mute witness this betrayal, sedition & devaluation of local talents e past 10 Years?  WTF!",NULL,NULL,0,2,0,0,10209274582199759,"Benny S Mohayat",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1000990069991151,189434891146677_1000880786668746,14,2,"2016-04-11 16:31:04",0,0,"All good things must finally end ... but by the same token all bad effects caused by this regime will come to pass ... We may never ever get our jobs back but justice is about to be served ... And on this menu is Karma",NULL,NULL,0,1,0,0,270782486610309,"Nash GC",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1001008163322675,189434891146677_1000880786668746,14,2,"2016-04-11 17:15:04",0,0,"These FTs probably create some jobs for Singaporeans but many more and better jobs for their kind.",NULL,NULL,0,3,0,0,10209841250377468,"Loke Fook Seng",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1001099269980231,189434891146677_1000880786668746,14,2,"2016-04-11 20:06:05",0,0,"Next time got driverless taxi, we are gonna get more screwed.",NULL,NULL,0,0,0,0,10153797296818224,"Damian Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1001199993303492,189434891146677_1000880786668746,14,2,"2016-04-11 23:52:00",0,0,"Changi North DBS Hub full of Indian FT enjoy Expertriate terms stay at Simei Condo because the CEO also anothet FT ondian enjoyed 11 yearly bonus and 30k hourly salary. Then retrench all singaporean. Where is our NT UC doing?? No eyes to see. May be blinded.",NULL,NULL,0,0,0,0,10202080333287241,"Chng Chee Gem",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1001369153286576,189434891146677_1000880786668746,14,2,"2016-04-12 06:52:05",0,0,"Both taxi driving and security are both decent jobs.",NULL,NULL,0,0,0,0,10208989037459844,"Jen Lim C H",NULL,1,NULL,"2016-06-15 06:41:05"
1000880786668746_1001519166604908,189434891146677_1000880786668746,14,2,"2016-04-12 13:09:04",0,0,"BUkit Batok Residents be very afraid it\'s coming to u n your children",NULL,NULL,0,1,0,0,539218396257794,"Dino Chen Kock Leong",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1000990223324469,189434891146677_1000987589991399,14,2,"2016-04-11 16:32:02",0,0,"they are not sorry for what they\'ve done, they are sorry for getting caught.",NULL,NULL,0,27,0,0,10154179297702319,"Alan Chan",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1000990533324438,189434891146677_1000987589991399,14,2,"2016-04-11 16:33:01",0,0,"I don\'t blame him. Wendy is certainly MILF material.",NULL,NULL,0,11,0,0,10208980803974640,"Melvin Chong",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1000991526657672,189434891146677_1000987589991399,14,2,"2016-04-11 16:36:03",0,0,"Tiring?? Physically or mentally,botak??
Use your head lah !!!",NULL,NULL,0,2,0,0,259458304415728,"Chweeseng Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1000993199990838,189434891146677_1000987589991399,14,2,"2016-04-11 16:43:01",0,0,"Shame shame",NULL,NULL,0,1,0,0,1752421415038200,"Wan Teck Pay",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1000993483324143,189434891146677_1000987589991399,14,2,"2016-04-11 16:44:00",0,0,"""Honest"" is an inappropriate word to use on someone who cheats on the Wife and constituents.",NULL,NULL,0,8,0,0,1159018100795450,"Silvester Chua",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1000994156657409,189434891146677_1000987589991399,14,2,"2016-04-11 16:46:05",0,0,"If he is sincere, he should handwrite the entire apology. This letter could simply be given to him just for signature.",NULL,NULL,0,1,0,0,10208435283612758,"Gary Tan",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1000994373324054,189434891146677_1000987589991399,14,2,"2016-04-11 16:47:04",0,0,"Piss and Puke Talent. Found thru stringent assessments and checking.",NULL,NULL,0,1,0,0,1022648667816740,"Eugene Tavano",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1000998123323679,189434891146677_1000987589991399,14,2,"2016-04-11 16:57:03",0,0,"In sg, it\'s not a crime if never tio caught! Wahahahaha!!!",NULL,NULL,0,2,0,0,10153591477582555,"Brian Hong",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1000998423323649,189434891146677_1000987589991399,14,2,"2016-04-11 16:58:04",0,0,"David are you changing the PAP manifesto? For You With You For My Dick....",NULL,NULL,0,7,0,0,1015477611868741,"JimmySan Chew",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001001939989964,189434891146677_1000987589991399,14,2,"2016-04-11 17:02:03",0,0,"At least I don\'t mix up bukit Batok and  bukit botak now cause both also can.",NULL,NULL,0,1,0,0,1267078596658630,"Lim Dom",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001002279989930,189434891146677_1000987589991399,14,2,"2016-04-11 17:03:01",0,0,"This is what we, guys are taught in the army.

Do anything you want but don\'t get caught lor!

This has now permeates into every echelon of the society.",NULL,NULL,0,5,0,0,10154283651016170,"Irvin Quek",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001004553323036,189434891146677_1000987589991399,14,2,"2016-04-11 17:08:03",0,0,"Bald for a reason, orgasm guarantee, old man must be kidding",NULL,NULL,0,1,0,0,10207912720230261,"Roger Yeo",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001006786656146,189434891146677_1000987589991399,14,2,"2016-04-11 17:12:00",0,0,"thanks for speaking for us,SIR.",NULL,NULL,0,0,0,0,10153558036076837,"Teng K.S.",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001011033322388,189434891146677_1000987589991399,14,2,"2016-04-11 17:24:01",0,0,"For now the wife will ban him from eating at Wendy Burger...",NULL,NULL,0,2,0,0,626378180865083,"Nazrilow Robert",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001011659988992,189434891146677_1000987589991399,14,2,"2016-04-11 17:26:03",0,0,"With no one said anything it would still be personal discretion. Having caught with his pants down, it\'s indiscretion. 
Bastard. 
Bukit Batok residents, you idiots voted for this rat.",NULL,NULL,0,5,0,0,968471833260892,"Raymond CH Chan",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001022703321221,189434891146677_1000987589991399,14,2,"2016-04-11 17:44:05",0,0,?????????????????????????(?????),NULL,NULL,0,1,0,0,654562571359850,???,NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001024233321068,189434891146677_1000987589991399,14,2,"2016-04-11 17:48:05",0,0,"He really practice what is being taught in the SAF during NS. Do what ever you want to do but don\'t get caught.",NULL,NULL,0,3,0,0,10154205848178917,"Abdul Rahman Abu Sama",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001024909987667,189434891146677_1000987589991399,14,2,"2016-04-11 17:51:02",0,0,"He will have his punishment. His tryst with Wendy must be off now. Also it will be some time before his wife will allow him back to her bed, if ever, or at least after several half-lives of whatever organisms the other woman brought. Isn\'t that punishment enough for someone who couldn\'t control his desire? So people, please give him a break.",NULL,NULL,0,1,0,0,10209841250377468,"Loke Fook Seng",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001031203320371,189434891146677_1000987589991399,14,2,"2016-04-11 18:07:01",0,0,"??????one is hungry and the other is starving! If not got the idiot botak is still taking his fat salary.Shame on U!",NULL,NULL,0,2,0,0,1798260063730922,"Dennis Ong",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001032716653553,189434891146677_1000987589991399,14,2,"2016-04-11 18:11:01",0,0,"Well thot n written! ??????",NULL,NULL,0,2,0,0,10204814666365261,"Richard Tan",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001034823320009,189434891146677_1000987589991399,14,2,"2016-04-11 18:17:03",0,0,"Quote ""if you make a mistake, please come clean."" LOL",NULL,NULL,0,4,0,0,10153751238383036,"Nur Azahari",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001037673319724,189434891146677_1000987589991399,14,2,"2016-04-11 18:21:05",0,0,"Hardworking or hardf**king wendy\'s grassrooted.",NULL,NULL,0,3,0,0,1343309415683117,"Bernard Riio",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001043953319096,189434891146677_1000987589991399,14,2,"2016-04-11 18:26:01",0,0,"how come the transport minister never practice what he preach and commit harakiri to be accountable for the 2 smrt staff who lost their lives?",NULL,NULL,0,4,0,0,10153919459504342,"Malcolm Loh",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001045533318938,189434891146677_1000987589991399,14,2,"2016-04-11 18:28:00",0,0,"Dirty Old Man.  CheeKohPek!",NULL,NULL,0,4,0,0,351650958512141,"How Lian Chan",NULL,1,NULL,"2016-06-15 06:41:05"
1000987589991399_1001056856651139,189434891146677_1000987589991399,14,2,"2016-04-11 18:53:03",0,0,"Priest la, you all very bad say ppl dirty old man. If I am him, with my age , look & bold hair still got such pretty girl want me I sure jump in immediately without thinking la.",NULL,NULL,0,2,0,0,10206049784354509,"Matt Tan",NULL,1,NULL,"2016-06-15 06:41:05"
1001054549984703_1001351196621705,189434891146677_1001054549984703,14,2,"2016-04-12 06:00:05",0,0,"what talent? we only excel at ripping others off",NULL,NULL,0,1,0,0,1127021180673619,"Foo Yong Wee",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001396976617127,189434891146677_1001395876617237,14,2,"2016-04-12 07:50:01",0,0,"Hmm... wonder who is heading PA now. lol",NULL,NULL,0,1,0,0,10201845107485156,"Francis Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001399556616869,189434891146677_1001395876617237,14,2,"2016-04-12 07:57:02",0,0,"lky\'s death is akin to kim jong il,kim il sung,mao zhe dong,deng xiao pong,lenin,stalin....

not too sure about lky\'s views on hero worship but it share an eerily similarities to how ppl behave before and after these people\'s death and how those to took up powers used their so called fame to milk things they want.

singapore is a democracy...in the words of lky,get real!",NULL,NULL,0,7,0,0,10153924861043096,"Jin Hahn",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001406193282872,189434891146677_1001395876617237,14,2,"2016-04-12 08:18:02",0,0,"TR emeritus. If u want me to like your page. I charge a fee on monthly subscription. Every month i commit certain number of likes. 2 yrs minimum contract period. Lemmi know if u wanna know more",NULL,NULL,0,1,0,0,10154234938621228,"Ah Kai",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001418033281688,189434891146677_1001395876617237,14,2,"2016-04-12 08:54:03",0,0,"Hard earned tax payers money...

It can really b put to good use for the living public.... And thats how great men would want to be remembered even after they have departed. 

Unnecessary glorification would mean he achieved nothing when he was alive so events like this must b done to kick start forgotten memories....
its a sad day for a man who has given alot to this nation.....
A sad day for the tax payers too.....ironically a day that many would rather forget.",NULL,NULL,0,10,0,0,10210004733902853,"Mick Js",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001421119948046,189434891146677_1001395876617237,14,2,"2016-04-12 09:03:02",0,0,"All this while,we are kept in the dark with their kind of ownself check ownself system of spending. So much money not accounted for, yet the 60+% can still be so complacent and dumbdumb. Haiz, no wonder the other 30+% are getting cheesed off.",NULL,NULL,0,1,0,0,1162442730467466,"Henre Tan",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001425516614273,189434891146677_1001395876617237,14,2,"2016-04-12 09:16:02",0,0,"Some new millionaires born out of these and also the saying goes rich get richer and that\'s why it\'s a big happy family as long as u are smart enough to join the right one!",NULL,NULL,0,1,0,0,1798260063730922,"Dennis Ong",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001439743279517,189434891146677_1001395876617237,14,2,"2016-04-12 09:53:05",0,0,"PA is ground. Grassroots is ground. ??????",NULL,NULL,0,0,0,0,10208435283612758,"Gary Tan",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001440069946151,189434891146677_1001395876617237,14,2,"2016-04-12 09:54:05",0,0,"Why they wanna remember LKY on an empty shell ?",NULL,NULL,0,0,0,0,10153646449661088,"Edward Kung",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001444609945697,189434891146677_1001395876617237,14,2,"2016-04-12 09:58:00",0,0,"Talk about spending on needy Singaporean, they say who have to foot the bill/cost? Spend on such projects (which i am damn sure, Mr LYK would also despise), no problem, just go ahead and spend.... work of the 70%.",NULL,NULL,0,2,0,0,10154346115754446,"Dennis Ang",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001457193277772,189434891146677_1001395876617237,14,2,"2016-04-12 10:22:00",0,0,"Ground ki lan . Ground him instead .",NULL,NULL,0,3,0,0,831981886945884,"Leon Keith",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001464913277000,189434891146677_1001395876617237,14,2,"2016-04-12 10:42:01",0,0,"Ground up includes grass roots lah. And we know PA is the major financier of their activities. No prize for guessing right who directs PA.",NULL,NULL,0,0,0,0,10154188797225279,"Grey Ng",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001467623276729,189434891146677_1001395876617237,14,2,"2016-04-12 10:51:05",0,0,"Wah this photos shows all the porlumpars",NULL,NULL,0,3,0,0,637137983109796,"Alvin Yan",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001467853276706,189434891146677_1001395876617237,14,2,"2016-04-12 10:52:03",0,0,"Looks like more important than their own fathers",NULL,NULL,0,2,0,0,637137983109796,"Alvin Yan",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001488953274596,189434891146677_1001395876617237,14,2,"2016-04-12 11:51:02",0,0,"Any monkey could see that the whole commemoration thing was a top down idea financed by the government. Ground up my ass.",NULL,NULL,0,2,0,0,1019073484856220,"Brian Vittachi",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001498293273662,189434891146677_1001395876617237,14,2,"2016-04-12 12:06:02",0,0,"Totally Agrees with LWL , our PM are using all the Dogs in PA to build his dynasty and communism . With such good budget , no wonder one event , all the Dogs will go for their meals n wag tails !",NULL,NULL,0,5,0,0,239933233043601,"KJ Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001551746601650,189434891146677_1001395876617237,14,2,"2016-04-12 14:19:04",0,0,"LKY would never agree to such cheapskate publicity.....",NULL,NULL,0,0,0,0,1170151736340777,"Stevenado Limsan",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001575799932578,189434891146677_1001395876617237,14,2,"2016-04-12 15:18:05",0,0,"Now you know what our millions  dollars  ministers  are good for. Given up . No hope.",NULL,NULL,0,1,0,0,1178531228866175,"Peter Tan",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001648549925303,189434891146677_1001395876617237,14,2,"2016-04-12 17:21:04",0,0,"The angkats so BS",NULL,NULL,0,0,0,0,10154313087221320,"Namaku Siapa",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001705033252988,189434891146677_1001395876617237,14,2,"2016-04-12 19:24:04",0,0,"Bunch of fucktards!!!",NULL,NULL,0,0,0,0,1613747832285610,??,NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1001882836568541,189434891146677_1001395876617237,14,2,"2016-04-13 01:29:01",0,0,"PAP had/has never been ground - up but rather sky - down even  to this day.",NULL,NULL,0,0,0,0,706094516197864,"Ben Ghwee",NULL,1,NULL,"2016-06-15 06:41:05"
1001395876617237_1007953715961453,189434891146677_1001395876617237,14,2,"2016-04-22 13:53:05",0,0,"Worshiping a literal corpse of a ww2 traitor dictator. Disgusting.",NULL,NULL,0,0,0,0,10154905572828709,"Juan Han",NULL,1,NULL,"2016-06-15 06:41:05"
1001470196609805_1001472276609597,189434891146677_1001470196609805,14,2,"2016-04-12 11:09:05",0,0,"Ground-up initiatives have a centralised budget provision?",NULL,NULL,0,2,0,0,281197142225806,"William Choo",NULL,1,NULL,"2016-06-15 06:41:05"
1001470196609805_1001473453276146,189434891146677_1001470196609805,14,2,"2016-04-12 11:13:05",0,0,"Now we know where the money are unwisely spent, yet every time the govt are asked to spend more on it\'s needy people, we hear ""who are to bear the cost""...",NULL,NULL,0,9,0,0,10154346115754446,"Dennis Ang",NULL,1,NULL,"2016-06-15 06:41:05"
1001470196609805_1001473959942762,189434891146677_1001470196609805,14,2,"2016-04-12 11:15:03",0,0,"Wth, The G claims that people at age 55 can\'t handle their retirement funds,  thus implement Minimum Sum and draw down age. 
The PA cannot generate sufficient revenue to cover operating costs,  yet need such a huge budget. 
Twisted logic as the board seems more incapable than CPF holder at age 55. Wt...f",NULL,NULL,0,6,0,0,10154213249853798,"David Cheong",NULL,1,NULL,"2016-06-15 06:41:05"
1001470196609805_1001474949942663,189434891146677_1001470196609805,14,2,"2016-04-12 11:20:01",0,0,"money spent to keep the FTs and new shitizens happy. U\'ll be surprised at the number of foreign-born ""volunteers"" at the grassroots level",NULL,NULL,0,8,0,0,1754438064835263,"Nimrod Lee",NULL,1,NULL,"2016-06-15 06:41:05"
1001470196609805_1001495219940636,189434891146677_1001470196609805,14,2,"2016-04-12 12:01:05",0,0,"Have a look at who at helm of PA ?
See him everywhere like DOG to Master . Why must live so Low ? This guy really Poh Lampah , Cheng Hoo Bin , one look typical Dog of govt 
Totally agrees with LWL , he s building a Dynasty with all this 4 legged .",NULL,NULL,0,5,0,0,239933233043601,"KJ Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1001470196609805_1001502339939924,189434891146677_1001470196609805,14,2,"2016-04-12 12:14:01",0,0,"What the Fark!!! Spend close to 1 billion to rally their political campaign??? how much taxpayer money they have wasted just like the YOG???",NULL,NULL,0,5,0,0,10154235919064004,"Victor Loh",NULL,1,NULL,"2016-06-15 06:41:05"
1001470196609805_1001507236606101,189434891146677_1001470196609805,14,2,"2016-04-12 12:29:04",0,0,"Why do you need such a gigantic stat board just to organise grassroots events and activities? You mean people living here don\'t know how to organise their own grassroots movements?",NULL,NULL,0,2,0,0,1862536343974045,"Samantha Tan",NULL,1,NULL,"2016-06-15 06:41:05"
