post_id	post_text
1000880786668746_1000884863335005	Very True , I am  one  . Look at Changi North . Its another Mumbai !  Most local Bank Executives n PMETS are screwed  by FTs and Our Govt simply act Blur ! Wonder how all this banks can get so many quotas for FTs . MOM just need  to Explain to We Singaporeans !
1000880786668746_1000886993334792	Taxi is a "good" job
1000880786668746_1000889913334500	Get the MPs & civil serpants to try driving taxi for a month or so.
1000880786668746_1000890723334419	and when u switch to driving taxis..  LTA is there to screw u for any minor traffic offense with your whole day earning gone...  hahahaha..  Singapore is a great place
1000880786668746_1000892576667567	Very true and reality of life here instead of making the life true blue Singaporean much more better and happier they only interested in making costs low for this companies and making more profits by all means.
1000880786668746_1000895336667291	Hmm. 70% still happy about it.
1000880786668746_1000900586666766	...Paul Krugman and his sausage machine analogy...we can only produce more pricks who pretend they are good at governing the country...
1000880786668746_1000910553332436	He should be a clown  Keeps telling jokes all the time
1000880786668746_1000917586665066	70% voters likes it
1000880786668746_1000921126664712	Sick of seeing his fuck face everyday. No wonder 4D cannot strike...!!
1000880786668746_1000946916662133	From power plants, to SIngpost, to shipping lines, bits by bits selling away national asset, ultimately, selling the country to foreigners...time for father to get up from his grave.
1000880786668746_1000966669993491	Wow! Even the blind,  deaf & mute witness this betrayal, sedition & devaluation of local talents e past 10 Years?  WTF!
1000880786668746_1000990069991151	All good things must finally end ... but by the same token all bad effects caused by this regime will come to pass ... We may never ever get our jobs back but justice is about to be served ... And on this menu is Karma
1000880786668746_1001008163322675	These FTs probably create some jobs for Singaporeans but many more and better jobs for their kind.
1000880786668746_1001099269980231	Next time got driverless taxi, we are gonna get more screwed.
1000880786668746_1001199993303492	Changi North DBS Hub full of Indian FT enjoy Expertriate terms stay at Simei Condo because the CEO also anothet FT ondian enjoyed 11 yearly bonus and 30k hourly salary. Then retrench all singaporean. Where is our NT UC doing?? No eyes to see. May be blinded.
1000880786668746_1001369153286576	Both taxi driving and security are both decent jobs.
1000880786668746_1001519166604908	BUkit Batok Residents be very afraid it\'s coming to u n your children
1000987589991399_1000990223324469	they are not sorry for what they\'ve done, they are sorry for getting caught.
1000987589991399_1000990533324438	I don\'t blame him. Wendy is certainly MILF material.
1000987589991399_1000991526657672	Tiring?? Physically or mentally,botak?? Use your head lah !!!
1000987589991399_1000993199990838	Shame shame
1000987589991399_1000993483324143	"Honest" is an inappropriate word to use on someone who cheats on the Wife and constituents.
1000987589991399_1000994156657409	If he is sincere, he should handwrite the entire apology. This letter could simply be given to him just for signature.
1000987589991399_1000994373324054	Piss and Puke Talent. Found thru stringent assessments and checking.
1000987589991399_1000998123323679	In sg, it\'s not a crime if never tio caught! Wahahahaha!!!
1000987589991399_1000998423323649	David are you changing the PAP manifesto? For You With You For My Dick....
1000987589991399_1001001939989964	At least I don\'t mix up bukit Batok and  bukit botak now cause both also can.
1000987589991399_1001002279989930	This is what we, guys are taught in the army.  Do anything you want but don\'t get caught lor!  This has now permeates into every echelon of the society.
1000987589991399_1001004553323036	Bald for a reason, orgasm guarantee, old man must be kidding
1000987589991399_1001006786656146	thanks for speaking for us,SIR.
1000987589991399_1001011033322388	For now the wife will ban him from eating at Wendy Burger...
1000987589991399_1001011659988992	With no one said anything it would still be personal discretion. Having caught with his pants down, it\'s indiscretion.  Bastard.  Bukit Batok residents, you idiots voted for this rat.
1000987589991399_1001022703321221	?????????????????????????(?????)
1000987589991399_1001024233321068	He really practice what is being taught in the SAF during NS. Do what ever you want to do but don\'t get caught.
1000987589991399_1001024909987667	He will have his punishment. His tryst with Wendy must be off now. Also it will be some time before his wife will allow him back to her bed, if ever, or at least after several half-lives of whatever organisms the other woman brought. Isn\'t that punishment enough for someone who couldn\'t control his desire? So people, please give him a break.
1000987589991399_1001031203320371	??????one is hungry and the other is starving! If not got the idiot botak is still taking his fat salary.Shame on U!
1000987589991399_1001032716653553	Well thot n written! ??????
1000987589991399_1001034823320009	Quote "if you make a mistake, please come clean." LOL
1000987589991399_1001037673319724	Hardworking or hardf**king wendy\'s grassrooted.
1000987589991399_1001043953319096	how come the transport minister never practice what he preach and commit harakiri to be accountable for the 2 smrt staff who lost their lives?
1000987589991399_1001045533318938	Dirty Old Man.  CheeKohPek!
1000987589991399_1001056856651139	Priest la, you all very bad say ppl dirty old man. If I am him, with my age , look & bold hair still got such pretty girl want me I sure jump in immediately without thinking la.
1001054549984703_1001351196621705	what talent? we only excel at ripping others off
1001395876617237_1001396976617127	Hmm... wonder who is heading PA now. lol
1001395876617237_1001399556616869	lky\'s death is akin to kim jong il,kim il sung,mao zhe dong,deng xiao pong,lenin,stalin....  not too sure about lky\'s views on hero worship but it share an eerily similarities to how ppl behave before and after these people\'s death and how those to took up powers used their so called fame to milk things they want.  singapore is a democracy...in the words of lky,get real!
1001395876617237_1001406193282872	TR emeritus. If u want me to like your page. I charge a fee on monthly subscription. Every month i commit certain number of likes. 2 yrs minimum contract period. Lemmi know if u wanna know more
1001395876617237_1001418033281688	Hard earned tax payers money...  It can really b put to good use for the living public.... And thats how great men would want to be remembered even after they have departed.   Unnecessary glorification would mean he achieved nothing when he was alive so events like this must b done to kick start forgotten memories.... its a sad day for a man who has given alot to this nation..... A sad day for the tax payers too.....ironically a day that many would rather forget.
1001395876617237_1001421119948046	All this while,we are kept in the dark with their kind of ownself check ownself system of spending. So much money not accounted for, yet the 60+% can still be so complacent and dumbdumb. Haiz, no wonder the other 30+% are getting cheesed off.
1001395876617237_1001425516614273	Some new millionaires born out of these and also the saying goes rich get richer and that\'s why it\'s a big happy family as long as u are smart enough to join the right one!
1001395876617237_1001439743279517	PA is ground. Grassroots is ground. ??????
1001395876617237_1001440069946151	Why they wanna remember LKY on an empty shell ?
1001395876617237_1001444609945697	Talk about spending on needy Singaporean, they say who have to foot the bill/cost? Spend on such projects (which i am damn sure, Mr LYK would also despise), no problem, just go ahead and spend.... work of the 70%.
1001395876617237_1001457193277772	Ground ki lan . Ground him instead .
1001395876617237_1001464913277000	Ground up includes grass roots lah. And we know PA is the major financier of their activities. No prize for guessing right who directs PA.
1001395876617237_1001467623276729	Wah this photos shows all the porlumpars
1001395876617237_1001467853276706	Looks like more important than their own fathers
1001395876617237_1001488953274596	Any monkey could see that the whole commemoration thing was a top down idea financed by the government. Ground up my ass.
1001395876617237_1001498293273662	Totally Agrees with LWL , our PM are using all the Dogs in PA to build his dynasty and communism . With such good budget , no wonder one event , all the Dogs will go for their meals n wag tails !
1001395876617237_1001551746601650	LKY would never agree to such cheapskate publicity.....
1001395876617237_1001575799932578	Now you know what our millions  dollars  ministers  are good for. Given up . No hope.
1001395876617237_1001648549925303	The angkats so BS
1001395876617237_1001705033252988	Bunch of fucktards!!!
1001395876617237_1001882836568541	PAP had/has never been ground - up but rather sky - down even  to this day.
1001395876617237_1007953715961453	Worshiping a literal corpse of a ww2 traitor dictator. Disgusting.
1001470196609805_1001472276609597	Ground-up initiatives have a centralised budget provision?
1001470196609805_1001473453276146	Now we know where the money are unwisely spent, yet every time the govt are asked to spend more on it\'s needy people, we hear "who are to bear the cost"...
1001470196609805_1001473959942762	Wth, The G claims that people at age 55 can\'t handle their retirement funds,  thus implement Minimum Sum and draw down age.  The PA cannot generate sufficient revenue to cover operating costs,  yet need such a huge budget.  Twisted logic as the board seems more incapable than CPF holder at age 55. Wt...f
1001470196609805_1001474949942663	money spent to keep the FTs and new shitizens happy. U\'ll be surprised at the number of foreign-born "volunteers" at the grassroots level
1001470196609805_1001495219940636	Have a look at who at helm of PA ? See him everywhere like DOG to Master . Why must live so Low ? This guy really Poh Lampah , Cheng Hoo Bin , one look typical Dog of govt  Totally agrees with LWL , he s building a Dynasty with all this 4 legged .
1001470196609805_1001502339939924	What the Fark!!! Spend close to 1 billion to rally their political campaign??? how much taxpayer money they have wasted just like the YOG???
1001470196609805_1001507236606101	Why do you need such a gigantic stat board just to organise grassroots events and activities? You mean people living here don\'t know how to organise their own grassroots movements?
1001470196609805_1001517309938427	PA owns so many buildings. Must cut down liao.
1001470196609805_1001531176603707	Well that is the budget but how much did they actually spent? We all know about the YOG where the actual spending was many times over the budget. These people are spending public money like no tomorrow and who is suppose to monitor them? Isn\'t that the president job? What has he being doing? Sleeping? In fact what is the whole cabinet doing? Why no one is questioning about this?  Spending the same amount on PA as A*Star & EDB combined is just so not acceptable !
1001470196609805_1001531513270340	It\'s not their money..its the tax payers... Of course it does not matter how it\'s spent...a shameless way to celebrate actually. Thanks to the 70%....they hv empowered this morons with the authority to do as they wish...I really hope the 70% live to regret this.
1001470196609805_1001575736599251	Public funds misused or misappropriation? He just re distributed the little crumbs to the starving supporters ...pathetic lots.
1001470196609805_1001595869930571	grassroots under PA right? They go with pap mps to distribute free umbrellas to residents on their walkabouts. whose money are they using?
1001470196609805_1001801636576661	Cronies to feed.....
1001564769933681_1001575399932618	Why not if they \'re doing a good monkey bussiness throwing peanuts to singa-poor-ean .
1001564769933681_1001579329932225	Gosh...She\'s going to visit her psychiatric again each time news liked this was published.
1001564769933681_1001580583265433	Ot show that she is monkeying around with our reserveds. No wonder we lost the money. How much is left? Sorry, cannot tell you. It is TOP SECRET.
1001564769933681_1001581646598660	Bo standard
1001564769933681_1001584133265078	This sign created fights in many incidents around my neighbourhood.
1001564769933681_1001586913264800	She did not have to be trusted by anyone, cos she just need to make only one person  \'happy \'.. the games is in her hand... ??
1001564769933681_1001629269927231	The whole world must be fascinated by this monkey picture.
1001564769933681_1001634903260001	There are many types of gates even though Sg is one of the safest place on earth, cant take chances and do away with gates for security.
1001564769933681_1001635096593315	Watergate, Bill Gate, etc etc etc. The latest: MonkeyGate :-)
1001564769933681_1001635183259973	Or was it TwitterGate?
1001564769933681_1001642696592555	Frankly , Many wouldnt trust this " AH LIAN " Ceo with so much money as she dont even knows how to use Tweeter ? Omg ! BOH SWEE CHUN !
1001564769933681_1001643249925833	Some not so successful people have childish syndrome. True character display
1001564769933681_1001645349925623	Already lost billions...... not reported
1001564769933681_1001664953256996	A shameless arrogant embarrassment to anyone anywhere, a perfect match for the man she married.
1001564769933681_1001667739923384	Monkey business
1001564769933681_1001739769916181	If she is clever how come she lost billions without report ? She is lucky .if not every day pointing fingers in the zoo.
1001564769933681_1001755396581285	So far no one question her eligibility and ability to carry out the tasks but Ford magazine voted her as richest and powerful woman in the world but the money is belong to all singapoream not HER. HO Lee family????
1001564769933681_1001770946579730	How can a clever man picked up this gal?????? From Discotheque??????
1001564769933681_1001937103229781	Primate : (abbreviation) for Prime minister Mate
1001564769933681_1001950463228445	No need to think, if I still need to think, then I cannot even trust myself too!
1001564769933681_1001978713225620	Picture means very \' tulan "
1001564769933681_1002056053217886	Can not!
1001564769933681_1002067133216778	We don\'t need a monkey to run our reserves. This has been happening, no wonder ...I No Money. Ho Chimp MUST resign over this.  A clear cut view of the insanity of people who must be placed in a zoo instead of the corporate boardroom ! Power without responsibility leads to monkey business.
1001564769933681_1002186883204803	A big NO NO NO!!!! She had been shoooo in into Temasek, She did not build Temasek and don\'t deserve whatever title given to her. Squandering our blood and sweat money.
1001564769933681_1002202973203194	Is a disgrace to all singaporean.
1002015433221948_1002016619888496	Salesman talking
1002015433221948_1002019536554871	to trust him is as good as eating your own shit.
1002015433221948_1002020339888124	These part-time MPs are hitching a ride on PAP bandwagon,not to serve the constituents but only to themselves.Their salary as MP,only \'sidelines\' to them. But sadly,those70% idiots fail to see.!!!
1002015433221948_1002020779888080	Cannot believe. Their pay so high.
1002015433221948_1002024553221036	no
1002015433221948_1002027543220737	Cheat ppl feelings onli
1002015433221948_1002029046553920	Always laa...
1002015433221948_1002029603220531	What I know for a fact is that the maintenance response time is a lot slower than under WP. I see the same stains on the floor for 3 months (tho they got less visible) and days to clear bulky rubbish left at the lift lobby (tho the residents should have brought down themselves)
1002015433221948_1002029656553859	Frankly take all their promises with a pinch of salt.
1002015433221948_1002031923220299	Fugged by the same party... muahahhahaha
1002015433221948_1002036203219871	Was  he the one in the old days... who represented SIA union n the same time  SIA staffs free flight benefits was compromised ....? Heard something like that from my friends working in SIA many years ago. If he is the one n now as MP representing punggol...hmm. Lol....
1002015433221948_1002042396552585	trust ourselves better... they wanna be MP mainly because of the millionaire salaries... no way they gonna help us...
1002015433221948_1002044569885701	when an aircraft engineer starts dishing out professional financial opinions and you have the majority believing him,you know the stupidity level had hit a new low.  to date,i have yet to hear him explain the missing 1million he claimed was missing from puggol account....i even got lectured by my acca lecturer when i presented charles dong\'s interpretation of the accounts! even though i keep telling my lecturer, pap\'s charles dong cannot be wrong since majority voted for him!!
1002015433221948_1002047589885399	To those who voted for him...start praying. And yes get an education too.
1002015433221948_1002047846552040	Good luck... lol
1002015433221948_1002048076552017	They have 70% what can we do
1002015433221948_1002057289884429	Punggol East get the type of MP they had voted for. They voted with their eyes closed & their brains asleep. CC also liddat. Repent at leisure till 2020.
1002015433221948_1002057353217756	Scumbags
1002015433221948_1002062479883910	Before election many promises after disappear only think of their Million salaries. Or get as many Directorship and advisor to as many organizations and coy as possible .where there have times for you even with 4times a month. and pay 15k per month
1002015433221948_1002065203216971	Blame the promiser? Blame the ppl who were so easily taken in.
1002015433221948_1002065373216954	Why you worry and complain? He might be busy prying open the legs of someone\'s wife or daughter.
1002015433221948_1002083586548466	Him? I try to believe as i might and only
1002015433221948_1002083779881780	If your boss pays you very well with no responsibility, will you go against your boss?
1002015433221948_1002093529880805	Aiya he busy bedding grassloot women activists. Where got time
1002015433221948_1002110773212414	These PAP MPs are interested of winning the single seats for that $16,000  hefty allowance a part time, besides their own personal earnings in their professions. It,s easy money from tax payers,and who would not want it. Do U think they will put their heart & soul to look into the problems of the needy in their respective constituency,and infect some of them has their representatives to take note of their respective constituency for feedback. Isn,t that a easy part time work. Anyone who is interlectual can do the job too.
1002082319881926_1002130836543741	feel rich?  some asshole once said: i look at my cpf statement,i feel rich!
1002082319881926_1002137283209763	We should ask our National development minister to look at prvite district at Bukit timah EastCoast Orchard Hollan area full of Expertriates family. 70%may be
1002082319881926_1002139869876171	It belong to rich
1002082319881926_1002145123208979	dont You get the message ur Services are no longer needed Immigrate and make space for new hungerier FT they will work and Vote the Eliteway
1002082319881926_1002148279875330	"2nd Class" citizen?
1002082319881926_1002167333206758	Its all about Money! Money! Money! Welcome to Singapore
1002082319881926_1002197003203791	GREAT FEELINGS, I AM 70
1002082319881926_1002257473197744	Why are foreigners allowed to buy GCBs?
1002082319881926_1002301166526708	Rich man paradise?
1002082319881926_1002347309855427	Soon we singaporeans will be look down by Faked Citizens . They all will lived in Highend Condos or Landed and drives Cars .  And we only lives in HDB govt flats , take public transported . Its gonna becomes a Reality . Just marked my words . We are to br Blamed ourselves ! Dumbed 69.9 % !
1002082319881926_1002579139832244	Why would an average man kill themselves by buying into such high priced items?
1002120963211395_1002127953210696	Hooray! 70% voted!
1002120963211395_1002128139877344	Yes, we r at our toes
1002120963211395_1002128156544009	I dun expect our economy to be protectionist however when you allow foreigners into being cab drivers whereby local born and bred Singaporeans are finding it hard to make  ends meet, something is wrong somewhere in the policies churned out by the mandarins sitting in the government boards.
1002120963211395_1002128246544000	lol,its expected.  majority voted for it is sooooo not enough to explain away this karmic butt fuck!!
1002120963211395_1002128396543985	Getting worst for  Singaporeans
1002120963211395_1002131099877048	Soon it makes no difference you carry pink ic or not.
1002120963211395_1002132476543577	Dont mind...at least Grab is cheaper...taxi system is too outdated in SG...
1002120963211395_1002133053210186	69.9 don\'t drive taxi?
1002120963211395_1002133946543430	Huat ah..!! Money no enuf for all..!!
1002120963211395_1002134653210026	Pls personally thank all your 70 percent friends.
1002120963211395_1002135139876644	They only want your vote. Once you give it to them, they\'re free to do what they want for the next five years. The problem lies not with the politicians but rather with the clueless voter.
1002120963211395_1002135286543296	I am  certain there are many many cabbies who have voted for PAP. Serve them right. Hooray. They have voted themselves to compete with foreigners to earn a living.They think PAP will support them. FAT HOPE. PAP only support money making implementation. DEFINITELY not voters.
1002120963211395_1002135319876626	Next change.... foreigners can compete for possession of your spouses.
1002120963211395_1002135613209930	Complain complain. First complain taxi drivers\' attitudes and service and fare prices. Taxi apps comes along then all Pax happy poon pee pee. Now Grab and Uber driving jobs also open to foreigners ( workers or talents but not locals ) , passengers no more complain but kpkb. In Singapore the fittest will survives and in the end 10years down the road, taxi driving will be a full time job open to foreigners. When that day comes please don\'t complain or kpkb taxi drivers are pinoys, Banglas, ah neh, Ah Tiong or WhatLam Kia lah
1002120963211395_1002136263209865	Agreed now everywhere down from CEOs and Taxi drivers many of them are FT. MOm said this is our cream workforces
1002120963211395_1002138846542940	And why do we need foreigners to be cab drivers, uber or otherwise?
1002120963211395_1002140636542761	PAP minister Chan Chun Sing:"Singaporean core does not mean Singaporean only". So Singaporean driver does not mean Singaporean only. FT also can.
1002120963211395_1002141166542708	Having a ruling party who do not know where their roots lay is very hazardous for this island nation. The evolution of a new breed of new citizens will harm the warmth of the true blue Singaporeans. Where is the loyalty expected by all true Singaporeans. A fair deal for all well deserved citizens who built this nation. Not the foreigners who migrated to have a piece of pie which are meant for the locals and not to be pilfered by the unknown whose only purpose was to sponge on our wealth.
1002120963211395_1002141866542638	A job of the last resort is going to be robbed. Over 40s SG PMETs brace yourselves for this.
1002120963211395_1002144766542348	Goody Good....don\'t KBKP.  You vote for it.  I be LMFAO if PAP win the Bukit Batok by election.  Singaporean wont change their thinking.
1002120963211395_1002152736541551	Im sure most taxi driver voted for the PAP, so why worry?
1002120963211395_1002156299874528	Congratulations 69.9% you asked for it !
1002120963211395_1002157463207745	bukit batok will prove if sinkies r for or against this policy
1002120963211395_1002159676540857	Those taxi drivers that voted for them Orbe good ah. Serve you right . Hahahaha
1002120963211395_1002162989873859	It\'s been happening for a long time on the quiet.  I had a bad experience
1002204129869745_1002210503202441	Wishing SDP best of luck!
1002204129869745_1002219566534868	SDP all the way , knowing your enemies moves planning ahead is the key of winning this battle. Dr Chee kana many times , he seem to grown smarter train by our forefather LKY.
1002204129869745_1002236883199803	Comes prepared
1002204129869745_1002281063195385	Given our state of affair, I think they should be welcome. Good luck.
1002204129869745_1002322769857881	Yes. Vote Dr. Chee.
1002204129869745_1002351223188369	Dr Chee , goodluck to your coming by election . Hopefully , many would prefer you not play Gentleman . Gentlemen wouldn\'t win Wars or Elections . So we hope this time round you  can play your card well for BB ! Cheers !
1002204129869745_1002442316512593	Give them A chance as too many things happened while PAP in power????
1002367186520106_1002368183186673	Apparently Rui En got into trouble a couple of months recently with a hit and run accident. She only settle the accidently privately after the victim stirred up a storm
1002367186520106_1002369813186510	Lol you expect a Malay pakcik to know all the Mediacorpse Chinese actress meh? He only watches Suria and Malaysia RTM 1 and 2 channels le. Next time say you are Anita Sarawak then he know la ah yoooo. Even I don\'t know.
1002367186520106_1002371443186347	from the pic... is not very far like he say
1002367186520106_1002372033186288	Uncle u are on win win case ..get a lawyer n sued her..make her pay more compensation to your bike..teach her a lesson see whether she dare to say such words again in future when  she commit a accident again..
1002367186520106_1002373126519512	pakcik next time just say u only watch vasantham and suria channels nia..dunno who the fuck she is n dun care who she is oso
1002367186520106_1002375779852580	She from middle cock than you should have pointed to your microphone and and said here\'s middlecock suck it up bitch
1002367186520106_1002390373184454	Uncle, your case is strong! Fight till the end to let her knows that she\'s not that big deal! She\'s just a local actress, and she\'s not entitled to some Special treatment!
1002367186520106_1002391183184373	She don\'t mean to ask Do you know she is an actress.  She meant to ask Do you know she is FT. ;))
1002367186520106_1002403203183171	Insurance doesn\'t cover drunk drinking right?
1002367186520106_1002414703182021	Arrogant bitch.
1002367186520106_1002431289847029	Sweetie, you are a low class bitch with no talent. Get a grip! It ain\'t Hollywood.
1002367186520106_1002442579845900	Why she didn\'t say " do you know who\'s my sugar daddy is?"
1002367186520106_1002531143170377	Rui En should have her license suspended.
1002367186520106_1002533336503491	Mediacorp actress, so what? The police should suspend her license, fine and jail for drunk driving.
1002367186520106_1002553599834798	Mediacorp actress so what, do you own SG?
1002367186520106_1002567346500090	She sudah mabok  ?? dunno what\'s happening around her
1002367186520106_1002569163166575	??????????
1002367186520106_1002574743166017	Very strong case, sue that lady who is sooooo atas n yayapapaya. Mediacorp artiste sooo what, the court should mete out full extent of the LAW so as a deterrent to all drink drinking be they 1st time or 2nd time offender that DRINK DRIVING DOES NOT PAY. Pass a landmark sentence so that their balls will shrink when they are charged under drink driving.
1002367186520106_1002574749832683	Answer u dunno who she is = 2k compensation  Answer u know who she is = 20k compensation
1002367186520106_1002585229831635	She is just an artiste from Media Corpn. What\'s so grand?
1002367186520106_1002591836497641	She thinks she\'s still acting?
1002367186520106_1002592473164244	So if she goes around asking people "You know who I am?", do forgive her, she must be suffering from an early onset of Alzheimers or senile dementia, not knowing who she is herself!   Ah you po\' thang!
1002367186520106_1002599016496923	Media corp actress means big fuck issit?
1002367186520106_1002600346496790	Who the fuck does she think she is? Just another Media Cock sucking bitch like Quan Yi Feng!!!
1002367186520106_1002606343162857	Stupid arrogant bitch!
1002630519827106_1002631823160309	JUST \'BALEK START\' SO WHAT..
1002630519827106_1002632116493613	No accountability ...
1002630519827106_1002632859826872	Wtf...
1002630519827106_1002635313159960	Well monkey see monkey do...over here no accountability.  If they are responsible say \'i am sorry\' and resign.  Maybe should say..u know who am i.  Uniquely singapore
1002630519827106_1002635573159934	These are tyrants and thugs, you can\'t reason with these species.
1002630519827106_1002635619826596	ownself check ownself.... 69% approved it
1002630519827106_1002636339826524	U ask for it
1002630519827106_1002636599826498	N.K. Incorporated.
1002630519827106_1002636706493154	mai complaint la
1002630519827106_1002638039826354	That money better give Warren Buffet to trade n he can hold long position for mths yestearn billions.
1002630519827106_1002642553159236	Can someone post on Toomasik or Glc website??
1002630519827106_1002643786492446	Our government still practice "Iron Rice Bowl" policy for themselves.
1002630519827106_1002645496492275	Here meritrocracy is being practised in a very uniquely pinky way..........
1002630519827106_1002646109825547	It is unfortunate for him that Acer is not owned by Temasek. If it was, then he would not need to resign. He would even get extra bonus for losing money.
1002630519827106_1002647076492117	Let\'s not forget NOL.
1002630519827106_1002650509825107	They hv lots of secret accounts in most mnc or in PA to transfer funds to cover it
1002630519827106_1002650613158430	The G elite here has diplomatic immunity mahhh...nothing can touch them even if they squander away ppl\'s money until kosong numbers left
1002630519827106_1002650853158406	No oppositions that can do a double checks
1002630519827106_1002660059824152	Goes to show the PAP govt is installing obedient lackeys in GLCs for the sake of milking these companies through fat contracts with other GLCs and cronies\' businesses. This is one way of siphoning money out of these corporations leaving a tiny slice of \'profit\' or mega losses for shareholders to absorb.
1002630519827106_1002660286490796	they already say stop "blame game" and try "learn game" in other words we are here to learn at your tax dollar the question arises why pay million in salary because we have future vision. but your future vision destroying our country thats why we need to learn not blame  D\'oh
1002630519827106_1002669076489917	Guaranteed Iron rice bowl. Insured with the right party.
1002630519827106_1002676863155805	REAL SUCKERS OF THIS NATION & PEOPLES ! Wonder how much is lost and mismanaged !  Idiots 69.9% , goodu !
1002630519827106_1002686969821461	But they will lose reputation and respect in the business world.
1002630519827106_1002687809821377	Majority od Sporeans ok with it mah. You not happy got use meh ?  If they make mistakes, the most live with the pain and regret nia
1002630519827106_1002693683154123	Because ...they are so thick skin , the more money they have thr more thick their skin is. juz look at the attitude of their LEEder, that the most thick skin person alive.. bullly own citizen knowing very well that he cant defend himself!  Such shaless attitute.. i respect the dog better them him!
1002728983150593_1002731863150305	Help the poor ?  THEY HELP THEMSELVES MORE THEN HELPING OTHERS ?  SEE HOW PA GOT 1 BILLION BUCKS TO SPENT & the Poor , Begging for Offerings ! How Sad This Nation !
1002728983150593_1002735056483319	BB...It is time to show them the monkey finger! Lol... FO!
1002728983150593_1002735519816606	Murali is said to have been active in BB for 16yrs before he was sent to contest in Aljunied in GE2015. Does it take a person who is willing to commit all his spare time to BB all of 16yrs plus a detour before coming back full circle to BB?
1002728983150593_1002735896483235	You read the health report. Male life expectancy is age 70. Wtf, they hold on to our CPF monies to age 62.  All the bullshit about living to 128 and benefitting from the annuity. You use my CPF monies and say helping me. Damn .wahahaha
1002728983150593_1002736489816509	Don,t trust this Ah Neh,and don,t think that all PAP candidates are perfect, they too have their flaws but never admit, Whats happened toto their last elected MP David Ongis a good example. So voters of BB think carefully when casting your vote. A better person to represent BB is Dr. Chee who would do btter as a full time  MP than this Ah Neh doing part time just for that $16,000 allowance from we the tax payers. So Voters of BB do give your fullest support to Dr. Chee Soon Juan a better speaker and a good debator.
1002728983150593_1002739359816222	Humchi dun care
1002728983150593_1002748756481949	He must promise to wear a chastity belt
1002728983150593_1002751409815017	Always remember there is the 69 % who approves self checked policy.
1002728983150593_1002756316481193	my muruku from last hari raya allready stale... must throw away
1002728983150593_1002757009814457	more prata flipping for the residents
1002728983150593_1002760393147452	Indian man pointing finger toward sky hope you know the answer!
1002728983150593_1002766903146801	Come  on lah. How to help the poor with all the present pap policies?
1002728983150593_1002769659813192	please lor...their help is only to get elected and get the post, afterwhich all behind their head.
1002728983150593_1002771319813026	Sweat sweat offers during election aftet that disappear. Say you better look after yourself. This have proven many years down the line
1002728983150593_1002777616479063	@Alvin Yan How to help the Poor when 70% gave them the rights to do what they want?
1002728983150593_1002784973144994	PLEASE DONT & NEVER ELECT " PEOPLE\'S AGONY PARTY !
1002728983150593_1002788169811341	IS HE AS CAPABLE AS DAVID ?
1002728983150593_1002795139810644	C\'mon all the MPs Ministers can promised to get you the moon but in the end can they come thru the Monkey middle \'s finger for approval ? Why not Just Do It ??Dr Chee
1002728983150593_1002796263143865	Only fools will continue to believe what the white had said again and again without serious actions taken. Time to wake up and change.
