post_id	post_text	source_type_name	post_type
761732836260876289	“@rioisready: Rio mayor asks locals to stay home during the games.  #Rio2016 @Olympics2016  https://t.co/QDTD8RH1jp”	Twitter	Tweet
761750588950315009	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761750535443578882	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761748694584532993	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761747162837291008	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761746969786146817	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761746891360972800	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761746043516047360	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761745642750304257	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761745337966956544	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761745229208625152	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761744965567410176	ChannelNewsAsia: RT JackBoardCNA: "The best place in the world is here and now" #Rio2016 https://t.co/z1YZfySle6	Twitter	Tweet
761744741457207296	RT @JackBoardCNA: "The best place in the world is here and now" #Rio2016 https://t.co/SPiSPEJLHr	Twitter	Tweet
761744628190056448	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761744614059487232	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761744463458766848	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761743719691350016	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761743640922161153	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761743543874400257	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761743256656805888	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761757123667603456	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761754838841470976	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761752009485586432	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761751447021117441	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761768246370381825	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761780378264666112	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761822382302515201	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761901228963999744	RT @ChannelNewsAsia: #TeamSingapore shooter Jasmine Ser fails to qualify for air rifle final #Rio2016 https://t.co/nmYlo2dx1t https://t.co/…	Twitter	Tweet
761900609922437120	#TeamSingapore shooter Jasmine Ser fails to qualify for air rifle final #Rio2016 https://t.co/nmYlo2dx1t https://t.co/5aHQPLVNCA	Twitter	Tweet
761902338831372288	#OneTeamSG shooter Jasmine Ser scores 413.5 in qualifiers, doesn't make it to #Rio2016 final https://t.co/nmYlo2dx1t https://t.co/eO0WXGdlRl	Twitter	Tweet
761901920248172547	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG entered Maracana Stadium at the #Rio2016 #OpeningCeremony https://t.co/gZ7rgHLn94 https:/…	Twitter	Tweet
761931432834977792	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761929573982281729	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761929067385860097	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761928389070614528	ChannelNewsAsia: RT JackBoardCNA: A crazy long queue already at Olympic Park on day one of competition #Rio2016 https://t.co/cpWGcYr1oF	Twitter	Tweet
761928054927089670	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761927421641621506	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761927275725979649	RT @JackBoardCNA: A crazy long queue already at Olympic Park on day one of competition #Rio2016 https://t.co/wLXHQwdavG	Twitter	Tweet
761926659108769793	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761926620047351808	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761926369664204800	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761926271085350913	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761925976200589312	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761925878964039680	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761925507390709760	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761925502978228224	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761955804220043264	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761969604239425536	ChannelNewsAsia: JUST IN: #SIN's Quah Ting Wen fails to qualify for women's 100m butterfly semis #Rio2016 … https://t.co/0nijOj1iui	Twitter	Tweet
761969135978852352	RT @ChannelNewsAsia: JUST IN: #SIN's Quah Ting Wen fails to qualify for women's 100m butterfly semis #Rio2016 https://t.co/komByCBJMv https…	Twitter	Tweet
761968989777956864	JUST IN: #SIN's Quah Ting Wen fails to qualify for women's 100m butterfly semis #Rio2016 https://t.co/komByCBJMv https://t.co/3AmElx7lKT	Twitter	Tweet
761964335778324480	RT @KevinKwangCNA: Nice swim by #OneTeamSG's Quah Ting Wen. Now to see if she qualifies for the final #Rio2016 https://t.co/fiP5ArT2wl	Twitter	Tweet
761976146711842816	RT @ChannelNewsAsia: JUST IN: #SIN's Quah Ting Wen fails to qualify for women's 100m butterfly semis #Rio2016 https://t.co/komByCBJMv https…	Twitter	Tweet
761973472289447936	RT @ChannelNewsAsia: JUST IN: #SIN's Quah Ting Wen fails to qualify for women's 100m butterfly semis #Rio2016 https://t.co/komByCBJMv https…	Twitter	Tweet
761971137559470080	RT @ChannelNewsAsia: WATCH: The moment #OneTeamSG rower Saiyidah Aisyah qualified for the #Rio2016 quarter-finals https://t.co/nmYlo2dx1t h…	Twitter	Tweet
761984351584124928	RT @ChannelNewsAsia: JUST IN: #SIN's Quah Ting Wen fails to qualify for women's 100m butterfly semis #Rio2016 https://t.co/komByCBJMv https…	Twitter	Tweet
761997836502335488	ChannelNewsAsia: UK's Peaty beat his own 100-metre men's breaststroke world record, 57.92s, at #Rio2016 … https://t.co/cDYnnxY2TY	Twitter	Tweet
761997834149302273	ChannelNewsAsia: UK's Adam Peaty sets 100-metre men's breaststroke world record, 57.55s at #Rio2016 … https://t.co/XriPlJ5Ezr	Twitter	Tweet
761994647883218944	And it is only the heats!?????? #Rio2016 #swimming #GBR https://t.co/5L9Ug07DqL	Twitter	Tweet
762029528663285760	dlvr -  Olympics: Former world No. 1 Ivanovic crashes out in windy Rio https://t.co/rqFXX8aJS3	Twitter	Tweet
762029526591213569	Olympics: Former world No. 1 Ivanovic crashes out in windy Rio https://t.co/rTqhAhddIX	Twitter	Tweet
762027705319714816	Olympics: Former world No. 1 Ivanovic crashes out in windy Rio https://t.co/NUABRX0dRS	Twitter	Tweet
762027704484888576	Olympics: Former world No. 1 Ivanovic crashes out in windy Rio https://t.co/myZLMum2R6	Twitter	Tweet
762026943134982145	Olympics: Former world No. 1 Ivanovic crashes out in windy Rio https://t.co/NBQgY77Okr	Twitter	Tweet
762025741093638144	Olympics: Former world No. 1 Ivanovic crashes out in windy Rio https://t.co/MQ76JTlQuK	Twitter	Tweet
762025385957752832	Olympics: Former world No. 1 Ivanovic crashes out in windy Rio https://t.co/JzqNQzqZ2s	Twitter	Tweet
762022992700383232	Former world No. 1 Ivanovic crashes out in windy Rio https://t.co/m7evuIswCW	Twitter	Tweet
762032029307318272	Olympics: Former world No. 1 Ivanovic crashes out in windy Rio https://t.co/Cr0mKdhs8X	Twitter	Tweet
762271398467207168	#SIN shooter Teo Shun Xie eliminated from 10m air pistol competition at #Rio2016 https://t.co/9XFkKrO6iF https://t.co/0S7b8DogdT	Twitter	Tweet
762274305828876292	ChannelNewsAsia: #SIN shooter Teo Shun Xie eliminated from 10m air pistol competition at #Rio2016 … https://t.co/VSvg6oI8B2	Twitter	Tweet
762346757007155201	RT @ChannelNewsAsia: #SIN swimmer @QuahZhengWen misses out on 100m backstroke semi-finals at #Rio2016 #Olympics https://t.co/9XFkKrO6iF htt…	Twitter	Tweet
762341530807906304	RT @ChannelNewsAsia: #SIN swimmer @QuahZhengWen misses out on 100m backstroke semi-finals at #Rio2016 #Olympics https://t.co/9XFkKrO6iF htt…	Twitter	Tweet
762340777817022465	RT @ChannelNewsAsia: #SIN swimmer @QuahZhengWen misses out on 100m backstroke semi-finals at #Rio2016 #Olympics https://t.co/9XFkKrO6iF htt…	Twitter	Tweet
762353534004260864	ChannelNewsAsia: 'Disappointing': #SIN #swimming coach on Quah Zheng Wen's 100m backstroke exit at #Rio2016 … https://t.co/dHRE6o6kx3	Twitter	Tweet
762449629602467840	ChannelNewsAsia: #USA's Williams sisters crash out of the #tennis Women’s Doubles first round in #Rio_2016 … https://t.co/aXXTeyi40z	Twitter	Tweet
676daf76cc8a98c83a9c23cc6da0531d	Trial begins for man who harboured ‘One-Eyed Dragon’ The trial of the man who harboured “One-Eyed Dragon” Tan Chor Jin starts on Monday. Ho Yueh Keong, 43, helped Tan, a former triad leader, to flee Singapore after the latter had gunned down a nightclub owner execution-style in 2006. Ho, a Malaysian, had been on the run since then, until he was arrested by Malaysian police last year and was extradited to Singapore. If convicted of his offence, Ho could be jailed up to five years and is also liable to a fine. Asean celebrates 49th anniversary The Association of South-east Asian Nations (Asean) celebrates its 49th anniversary on Monday. The grouping was established on Aug 8, 1967 in Bangkok with the signing of the Asean Declaration by Indonesia, Malaysia, Philippines, Singapore and Thailand. Brunei, Vietnam, Laos, Myanmar and Cambodia subsequently joined the bloc between 1997 and 1999. In recent times however, Asean cohesiveness has been tested given the divergent positions among the member states, especially between those concerned with Beijing’s growing assertiveness in the regional maritime domain and those with close economic and ideological ties with the world’s second-largest economy. South Korean lawmakers in Beijing Six South Korea lawmakers from the country’s left-leaning opposition party will be in Beijing on Monday for the three day trip aimed at discussing ways to mend ties between the two countries following Seoul’s decision to deploy an advanced American anti-missile defence system to counter threats from North Korea. The decision has been criticised by China, and has met with opposition from left-leaning Seoul lawmakers and activists who argue it will affect diplomatic and economic ties with China. China is South Korea’s largest trading partner and accounts for one quarter of its exports. Japan’s Emperor Akihito to issue video message Japan’s Emperor Akihito will issue a rare video message on Monday following reports that he would abdicate in the next few years. Emperor Akihito will talk about his duties as a “symbol emperor” as stipulated by the constitution, palace officials had said. He will most likely avoid the explicit expression of abdication, which would involve political and legal procedures that he is not allowed to discuss. Emperor Akihito, 82, ascended to the throne in 1989 after the death of his father, Hirohito. Team Singapore’s Feng Tianwei to compete Team Singapore table tennis player Feng Tianwei will be playing in the third round of the Olympics women’s singles competition at 9pm on Monday. Brazil vs Iraq in Rio 2016 Hosts Brazil meet Iraq in the Olympic Men’s football group match at 9am on Monday. Expect Brazil star Neymar to thrill the home crowd with his skills. Weather forecast Thundery showers are expected mainly over northern and eastern Singapore in the late morning and early afternoon, with temperatures to range from 25°C to 33°C. mail print View all comments Tweet	Straits Times	News
762494494184869888	ChannelNewsAsia: BRAZIL BLANKED: Hosts left frustrated after being held to 2nd goalless draw at #Rio2016 … https://t.co/ZrH52aN8kI	Twitter	Tweet
762493838116007936	RT @ChannelNewsAsia: BRAZIL BLANKED: Hosts left frustrated after being held to 2nd goalless draw at #Rio2016 https://t.co/0HevyrSsjK https:…	Twitter	Tweet
762492380134027266	RT @ChannelNewsAsia: BRAZIL BLANKED: Hosts left frustrated after being held to 2nd goalless draw at #Rio2016 https://t.co/0HevyrSsjK https:…	Twitter	Tweet
762492010490007552	RT @ChannelNewsAsia: BRAZIL BLANKED: Hosts left frustrated after being held to 2nd goalless draw at #Rio2016 https://t.co/0HevyrSsjK https:…	Twitter	Tweet
762491808228126720	BRAZIL BLANKED: Hosts left frustrated after being held to 2nd goalless draw at #Rio2016 https://t.co/0HevyrSsjK https://t.co/OevgWJiWGA	Twitter	Tweet
762510422469517312	RT @ChannelNewsAsia: BRAZIL BLANKED: Hosts left frustrated after being held to 2nd goalless draw at #Rio2016 https://t.co/0HevyrSsjK https:…	Twitter	Tweet
762875738424868864	RT @ChannelNewsAsia: SO CLOSE: #SIN’s Quah Zheng Wen denied by milliseconds in the #Rio2016 200m Butterfly semis https://t.co/WaW2XGKVw4 ht…	Twitter	Tweet
762873585497022464	RT @ChannelNewsAsia: SO CLOSE: #SIN’s Quah Zheng Wen denied by milliseconds in the #Rio2016 200m Butterfly semis https://t.co/WaW2XGKVw4 ht…	Twitter	Tweet
762872448626728961	RT @ChannelNewsAsia: SO CLOSE: #SIN’s Quah Zheng Wen denied by milliseconds in the #Rio2016 200m Butterfly semis https://t.co/WaW2XGKVw4 ht…	Twitter	Tweet
762872064067842048	RT @ChannelNewsAsia: SO CLOSE: #SIN’s Quah Zheng Wen denied by milliseconds in the #Rio2016 200m Butterfly semis https://t.co/WaW2XGKVw4 ht…	Twitter	Tweet
762871910673690624	RT @ChannelNewsAsia: SO CLOSE: #SIN’s Quah Zheng Wen denied by milliseconds in the #Rio2016 200m Butterfly semis https://t.co/WaW2XGKVw4 ht…	Twitter	Tweet
762879148746354688	RT @ChannelNewsAsia: SO CLOSE: #SIN’s Quah Zheng Wen denied by milliseconds in the #Rio2016 200m Butterfly semis https://t.co/WaW2XGKVw4 ht…	Twitter	Tweet
762877162927955969	RT @ChannelNewsAsia: SO CLOSE: #SIN’s Quah Zheng Wen denied by milliseconds in the #Rio2016 200m Butterfly semis https://t.co/WaW2XGKVw4 ht…	Twitter	Tweet
762876742084145152	RT @ChannelNewsAsia: SO CLOSE: #SIN’s Quah Zheng Wen denied by milliseconds in the #Rio2016 200m Butterfly semis https://t.co/WaW2XGKVw4 ht…	Twitter	Tweet
762894843324436480	RT @ChannelNewsAsia: SO CLOSE: #SIN’s Quah Zheng Wen denied by milliseconds in the #Rio2016 200m Butterfly semis https://t.co/WaW2XGKVw4 ht…	Twitter	Tweet
762891526724739073	RT @ChannelNewsAsia: SO CLOSE: #SIN’s Quah Zheng Wen denied by milliseconds in the #Rio2016 200m Butterfly semis https://t.co/WaW2XGKVw4 ht…	Twitter	Tweet
742faf42042412e0e9c2092ace04e08a	JAKARTA (AFP) - British motor racing team Manor announced on Wednesday that they were dropping Indonesian Formula One driver Rio Haryanto and replacing him with Frenchman Esteban Ocon.Haryanto became Indonesia's first F1 driver in January after signing a one-year contract with Manor, but will depart early after his sponsors failed to bankroll the rest of his season.The 23-year-old confirmed by text message to AFP that his contract with Manor was over and that he was in discussions about his next move.Manor had sent a letter to the Indonesian government - which has helped support Haryanto - asking for an outstanding payment of €7 million (S$10.5 million) to allow him to continue racing.His major sponsor, state-owned energy company Pertamina, and the government had managed to secure enough for him to race in the first half of the season, but were struggling to raise more money."Unfortunately we reached a point where, in the best interests of the team, we were forced to explore other options for the remainder of the season," Manor's racing director Dave Ryan said in a statement.The Indonesian has been offered a reserve driver role for the remaining nine rounds of the F1 world championship, Ryan said.Ocon, meanwhile, has been elevated to Manor's F1 team and will make his Grand Prix debut in Belgium later this month.The 19-year-old Frenchman joins German Pascal Wehrlein, who holds the other vacant seat with Manor after signing a deal with the racing team in February.	Straits Times	News
dab5a1b5b8ec893ad651411d4077893b	Fourth Illumi Run brings both colour and motionThis year's Illumi Run will bring a riot of neon colours to Sentosa's Palawan beach on Dec 17.Participants will run through five ultraviolet zones, where they will get doused in glow-in-the-dark paint along the route to the beat of music.Registration for the non-competitive run, now into its fourth edition, opens today. Interested participants can sign up at www.illumirun.com/sgManor drop Haryanto, bring in French driverJAKARTA• British motor racing team Manor announced yesterday it was dropping Indonesian Formula One driver Rio Haryanto and replacing him with Frenchman Esteban Ocon.Haryanto became his nation's first F1 driver in January after signing a one-year contract with Manor, but his sponsors failed to bankroll the rest of his season."In the best interests of the team, we were forced to explore other options for the remainder of the season," Manor's racing director Dave Ryan said.AGENCE FRANCE-PRESSE	Straits Times	News
763697006300663808	RT @ChannelNewsAsia: #Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH https://t.co/cdGNHJ9Mut https:/…	Twitter	Tweet
763696927833665536	RT @ChannelNewsAsia: #Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH https://t.co/cdGNHJ9Mut https:/…	Twitter	Tweet
763696059759538176	RT @ChannelNewsAsia: #Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH https://t.co/cdGNHJ9Mut https:/…	Twitter	Tweet
763695807191068672	RT @ChannelNewsAsia: #Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH https://t.co/cdGNHJ9Mut https:/…	Twitter	Tweet
763695715327500288	RT @ChannelNewsAsia: #Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH https://t.co/cdGNHJ9Mut https:/…	Twitter	Tweet
763695586826555393	RT @ChannelNewsAsia: #Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH https://t.co/cdGNHJ9Mut https:/…	Twitter	Tweet
763695513820467204	RT @ChannelNewsAsia: #Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH https://t.co/cdGNHJ9Mut https:/…	Twitter	Tweet
763695342277758976	ChannelNewsAsia: #Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH … https://t.co/Nsk8HjVWng	Twitter	Tweet
763695047690686465	RT @ChannelNewsAsia: #Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH https://t.co/cdGNHJ9Mut https:/…	Twitter	Tweet
763694905621225472	RT @ChannelNewsAsia: #Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH https://t.co/cdGNHJ9Mut https:/…	Twitter	Tweet
763694900290387968	RT @ChannelNewsAsia: #Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH https://t.co/cdGNHJ9Mut https:/…	Twitter	Tweet
763694493937704960	#Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH https://t.co/cdGNHJ9Mut https://t.co/rqXA4b8RSp	Twitter	Tweet
763702115462021120	RT @ChannelNewsAsia: #Swimming underdog #RobelTheWhale wins #Rio2016 hearts but accused of nepotism in #ETH https://t.co/cdGNHJ9Mut https:/…	Twitter	Tweet
764016585040207872	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764015111497363460	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764021432774828032	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764020798054998016	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764043175384195072	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
