ID	Review	PositiveScore	NegativeScore	NeutralScore	Trending Topics length	Trending Topics
125845680811480_1161632200566151	Shocked to learn of the shootings in #Munich last night. Singapore condemns this senseless act. We have seen so many brutal terrorist attacks in recent months, one after another. We are at risk of becoming numbed, and have to remind ourselves of the terrible human tragedy each time. Our thoughts are with the people of Germany during this time and our deep condolences to the families of the victims. - LHL	0.0	1.0	0.0	1	[{"score":6.921351808440418,"topic":"lhl"}]
125845680811480_1162191427176895	Took a wefie with the exuberant Dikir Barat performers from Yio Chu Kang Community Club last night. They put up an exciting show, at the Hari Raya celebrations for residents young and old of Ang Mo Kio GRC and Sengkang West SMC. Heartened to see residents of all races joining in and celebrating with their Malay friends. Many families turned up in beautiful matching baju kurung - it was a very colourful sight! :). In a troubled world, such occasions remind us how precious the harmony we enjoy in Singapore is. Selamat Hari Raya Aidilfitri to all! - LHL ========== Mengambil "wefie" bersama kumpulan Dikir Barat dari Kelab Masyarakat Yio Chu Kang malam tadi. Persembahan mereka untuk penduduk GRC Ang Mo Kio dan SMC Sengkang West sungguh bertenaga dan menarik sekali. Saya gembira melihat penduduk berbilang kaum bersuka ria meraikan perayaan Mustika Aidilfitri ini bersama rakan-rakan Melayu kita. Seronok melihat banyak keluarga yang datang mengenakan baju kurung sedondon. Mereka kelihatan cantik sekali - sungguh berwarna-warni! Sedang kita menyaksikan dunia yang semakin kocar-kacir, majlis sebegini mengingatkan kita betapa berharganya keharmonian yang kita nikmati di Singapura. Selamat Hari Raya Aidilfitri! - LHL (MCI Photo by Chwee)	0.66	0.0	0.33	1	[{"score":6.9033787701466816,"topic":"lhl"}]
125845680811480_1162462620483109	Joined my fellow Ang Mo Kio Town Council MPs for a dialogue with residents this morning. (The Town Council includes AMK GRC and Sengkang West SMC.) Heard their feedback and updated them on the Ang Mo Kio-Sengkang West 2.0 Masterplan unveiled last year (bit.ly/2a4tMg5). We have made progress. The first phase of Ang Mo Kio as a cycling town has been completed (bit.ly/2a4IqUv). Other projects on the way include more Home Improvement Programmes, a new polyclinic, a nursing home, pre-schools, Family Service Centres, and the Lentor MRT Station on the Thomson Line. With our residents support and the hard work of the Town Council and partners, Ang Mo Kios development under the Masterplan will be completed as envisioned. - LHL	0.17	0.0	0.84	1	[{"score":7.883575481750682,"topic":"lhl"}]
125845680811480_1162851957110842	Rounded out my Sunday celebrating Jalan Kayu Day with Dr Intan Mokhtar and her residents. We launched the HOME@JK initiative, which helps low-income Jalan Kayu residents retrofit their homes. The scheme provides essential upgrades such as wheelchair-friendly fittings, or even a new coat of paint, to make the homes more comfortable to live in. Events like Jalan Kayu Day are a great way to bring residents together. But after the carnivals and games are over, it is the day-to-day ways we look after each other that make a community great. Happy to see a strong community spirit in Jalan Kayu! LHL	0.67	0.0	0.33	1	[{"score":8.863577193149862,"topic":"lhl"}]
125845680811480_1164218173640887	MCI Photo by Terence Tan	0.0	0.0	0.0	1	[{"score":8.861804566347004,"topic":"lhl"}]
125845680811480_1164220086974029	Two weeks to National Day! Many happy and excited students have already caught a sneak peek of the NDP during the National Education Shows at the National Stadium. - LHL (MCI Photo by Terence Tan)	1.0	0.0	0.0	1	[{"score":8.854717603503007,"topic":"lhl"}]
125845680811480_1165130923549612	Denise Phua Lay Peng shared this heartwarming music video with me. It stars The Harvard Din & Tonics, a Harvard University a capella group. They will be performing at A Very Special Walk (AVSW) this Saturday, 30 July at the Enabling Village. This annual fundraising event is in support of the Autism Resource Centre Singapore / Pathlight School. With community support, people with autism can lead fulfilling and independent lives, just like you and me. May this video will inspire you to stand by people with autism, and their caregivers too! :) LHL	0.34	0.0	0.67	1	[{"score":9.837109052990673,"topic":"lhl"}]
125845680811480_1165961813466523	Singaporean Zulfikar Mohamad Shariff has been arrested and detained under the Internal Security Act for terrorism-related activities. Zulfikar used social media to propagate radical ideology, glorify ISIS, and exhort Muslims to take up arms and wage militant jihad. Zulfikar also helped to radicalise at least two other Singaporeans. He aimed to provoke Singapore Muslims to push for an Islamic state to replace our democratic system. Fortunately, our security agencies caught him before he could do more harm. Such extremist, violent beliefs have no place in our multi-racial and multi-religious country. The government will be alert to spot such individuals, but we need everyones help to uphold and protect our harmonious way of life. Together, we can stay united and strong. - LHL	0.17	0.84	0.0	1	[{"score":10.810183418040094,"topic":"lhl"}]
125845680811480_1166430030086368	You are never too old learn new things and these graduates from The People\'s Association Senior Academy are the best example of that! The youngest graduate at yesterdays convocation was only 51! PA launched the Senior Academy last year to encourage seniors to pursue lifelong learning. Yesterdays graduates had completed a four-month long Certificate in Senior Wellness programme. The modules included Smartphone 101, Canvas Art, and even K-pop Line Dancing. The programme has been very popular and PA has just launched the Advanced Certificate in Senior Wellness. Now, seniors can enjoy deeper learning and at the same time, make new friends. Congratulations to the Class of 2016! May you continue to pursue your interests and passions. Age is nothing but a number, especially if you are young at heart. ;) LHL ????????????! ???????????????????????????????????????????? ??????????????????????????????????????????????????????? ?????? ???????????????????????? ?????????????????????????????????????????????????????????????????????????????????????? ???	0.5	0.0	0.51	1	[{"score":11.779634744590457,"topic":"lhl"}]
125845680811480_1167105150018856	Thank you to all who performed and contributed to the Teck Ghee Fundraising Concert last night at the Esplanade-Theatres on the Bay! The $370,000 raised will go a long way to support our needy and underprivileged residents. The performances were mainly by Teck Ghee residents, old and young. The items were chosen from a talentime competition that we held. They were thrilled to have a chance to perform at the Esplanade and practised hard. The result was a very good show enjoyed by all. Weve got lots of talent, if only we know where to look, and can persuade people not to be shy! At Narita Airport now waiting for my connecting flight. Will update with photos when I arrive in DC! LHL	0.0	0.0	1.0	2	[{"score":12.753046950941597,"topic":"lhl"},{"score":4.939185402880894,"topic":"residents"}]
125845680811480_1167209943341710	PM Lee is making an official visit to the US from 31 July to 5 August at the invitation of President Obama. The visit affirms Singapores longstanding close partnership with the US and coincides with the 50th anniversary of diplomatic relations. Heres a quick look at SG-US relations ahead of PMs visit! #SGUS50 (PMO Video by Chiez How / Photos by MCI, MINDEF, National Archives Singapore, Singapore American School and PM Lee)	0.34	0.0	0.67	2	[{"score":12.728837957092336,"topic":"lhl"},{"score":4.929809391838304,"topic":"residents"}]
125845680811480_1167399036656134	On my way to Washington DC. Saddened to learn while flying about Mr SR Nathans stroke and his grave condition. Have been in touch with his family. Mr Nathan served as our Ambassador to the US in the 1990s, among many contributions in a long career. He made many good friends for Singapore, and planted many seeds, including this beautiful antique Littleleaf Japanese Maple at our Washington DC embassy. We have him in our thoughts and prayers. - LHL (MCI Photo by Kenji Soon)	0.33	0.33	0.33	2	[{"score":12.704674918957462,"topic":"lhl"},{"score":4.920451179192797,"topic":"residents"}]
125845680811480_1168159383246766	A good first day in Washington DC. Checked in at Blair House, the US Presidents Guest House, after landing at Dulles Airport. Then to our Embassy for an early National Day celebration with overseas Singaporeans. This trip is short but significant. The United States is one of our most important partners, and it is an honour to be invited here by President Obama to mark the longstanding friendship between our countries. We have close ties in trade, defence and many other areas. I look forward to meeting several US Cabinet members tomorrow to see how we can do more together. - LHL	0.2	0.0	0.8	2	[{"score":13.676922314390405,"topic":"lhl"},{"score":4.910128558122714,"topic":"residents"}]
125845680811480_1168776879851683	Had productive meetings with US Treasury Secretary Jack Lew, Secretary of Defense Ash Carter and Secretary of Commerce Penny Pritzker on my second day in DC. Their portfolios - economy, defence and trade - are all pillars of our strong ties with the United States. I talked about the Trans-Pacific Partnership with all three, because the TPP is not just about trade, but has major strategic benefits. We also signed an MOU to promote tech partnerships between infrastructure companies from both sides. Now preparing for the White House Arrival Ceremony. The event will be live streamed on my FB Page at about 9pm SG time. Do tune in and join me there! :) LHL #SGUS50	0.51	0.0	0.51	2	[{"score":13.644135421473896,"topic":"lhl"},{"score":4.898357791605155,"topic":"residents"}]
125845680811480_1168822256513812	Some highlights of my first two days in Washington DC. Photos of my visit can be viewed here bit.ly/2aG8WbA and bit.ly/2aoTcY3. - LHL (PMO Video by Alex Qiu and Chiez How)	0.0	0.0	0.0	2	[{"score":13.633223932730662,"topic":"lhl"},{"score":4.894440476637779,"topic":"residents"}]
125845680811480_1168829343179770	PM Lee Hsien Loong was welcomed by President Obama at the Arrival Ceremony at the White House in Washington DC.	0.0	0.0	0.0	2	[{"score":13.626408683950366,"topic":"lhl"},{"score":4.891993745794568,"topic":"residents"}]
125845680811480_1168835286512509	PM Lee will be attending the Arrival Ceremony at The White House shortly. The event will be live streamed here so stay tuned! UPDATE: The live stream has ended. Thanks for watching with us!	0.0	0.0	1.0	2	[{"score":13.618234882428792,"topic":"lhl"},{"score":4.889059283248322,"topic":"residents"}]
125845680811480_1169232856472752	Here\'s a 360 look at the State Dinner which PM Lee is attending! (PMO Photo)	0.0	0.0	0.0	2	[{"score":13.614149820497493,"topic":"lhl"},{"score":4.887592712130237,"topic":"residents"}]
125845680811480_1170106116385426	Capped off my US visit on Tuesday with a long fruitful day. Singapores first official visit was in 1967, when President Lyndon Johnson invited Mr Lee Kuan Yew to Washington DC. 50 years ago, we were newly independent, struggling to build a modern economy. America was divided over the Vietnam War. Mr Lee explained to the US why Asia mattered to America, and why their active engagement was crucial to the millions living in non-Communist countries in Southeast Asia. Today, thanks to US sacrifices and efforts, we live in a more peaceful, stable and prosperous region. Singapores relationship with the United States has flourished. We are partners in many areas - trade, defence, R&D, education, and are continually exploring ways to do more together. Most importantly, we enjoy strong people-to-people ties. So it is fitting that we are marking 50 years with a scholarship for student exchanges in each others countries. We have come far, and have many more things to do together. In Narita now, waiting for my flight home! LHL #SGUS50	0.28	0.28	0.42	2	[{"score":13.566581211283822,"topic":"lhl"},{"score":4.870515186850703,"topic":"residents"}]
125845680811480_1170137603048944	Some highlights from Tuesdays Arrival Ceremony and State Dinner at the White House. More photos can be viewed here: http://bit.ly/2aWdWqH. - LHL (PMO Video by Chiez How and Alex Qiu)	0.0	0.0	0.0	2	[{"score":13.557087452943197,"topic":"lhl"},{"score":4.867106848857646,"topic":"residents"}]
125845680811480_1170817516314286	Back home! Thank you to President Obama and First Lady Michelle Obama, Vice President Biden and Mrs Jill Biden, Secretary of State John Kerry and the many Americans who met and welcomed us so warmly and hospitably. It was a memorable visit indeed to mark the 50th anniversary of SG-US diplomatic relations. Special thanks also to the Blair House staff who hosted the Singapore delegation with tremendous warmth and thoughtfulness. Really appreciated the kitchen staff going the extra mile to prepare our delicious meals! :) - LHL #SGUS50 (MCI Photo by Terence Tan)	1.0	0.0	0.0	2	[{"score":13.528646021152856,"topic":"lhl"},{"score":4.856896138929088,"topic":"residents"}]
125845680811480_1171705682892136	At my joint press conference with President Obama in Washington on Tuesday, we were asked about the Trans-Pacific Partnership (TPP). I shared my perspective from this side of the Pacific. The TPP is a deal. It is the outcome of a tough bargaining process that all 12 member countries have negotiated. Each agreed to improve market access to the rest, and commit to a set of common rules, in exchange for the others doing the same. It is not just about exports but also about imports. It will benefit consumers as well as producers. Our people will enjoy a wider range of products, services, and opportunities that will improve their livelihoods. It also has a strategic dimension. It promotes interdependence instead of rivalry, and ultimately peace instead of war. President Obama has been critical in pushing for the TPP. The deal will not only benefit American workers and businesses. It will show clearly that America will stay engaged in the Asia Pacific, and deepen ties with its many friends and allies in the region. LHL	0.34	0.17	0.5	2	[{"score":14.476432518542156,"topic":"lhl"},{"score":4.838474036644068,"topic":"residents"}]
125845680811480_1172115616184476	Good morning :)! Time for a #guesswhere to start up your Sunday. - LHL (Photo by me)	0.0	0.0	0.0	2	[{"score":14.470642814062787,"topic":"lhl"},{"score":4.836538937318499,"topic":"residents"}]
125845680811480_1172377156158322	Delighted that Saiyidah Aisyah (Aisyah Rower), Singapores first Olympic rower, has qualified for the womens single sculls quarter-finals at #Rio2016! Its been an extraordinary journey to the Olympics for this Sport Singapore SPEX Scholar. Her next race will be on National Day, right about the time that the whole nation will be celebrating NDP at the National Stadium. Well all be roaring for you, Saiyidah! To all our Team Singapore athletes at the Olympics - your hard work, perseverance, and sacrifices are an inspiration to all. Do your best, and fly our flag high. We are all behind you! LHL #OneTeamSG	1.0	0.0	0.0	2	[{"score":14.440284833265867,"topic":"lhl"},{"score":4.826392355852196,"topic":"residents"}]
125845680811480_1172876796108358	Joined Darryl David and the residents of Ang Mo Kio-Hougang at their National Day Dinner last night. This is the first National Day after SG50. We were in a celebratory mood, but also conscious of the threats we face, particularly with the reports of terrorists being arrested in Batam. Glad to see so many residents taking part, waving flags and singing their favourite National Day songs. Thank you to the organisers, performers and volunteers for making this an enjoyable and meaningful event for all. LHL	0.0	0.0	1.0	2	[{"score":15.411773520817723,"topic":"lhl"},{"score":5.816730558822104,"topic":"residents"}]
129011692114_10153613652842115	Swedish furniture company Ikea Group is recalling 1.66 million chests and dressers in China. Ikea Singapore says its products are safe when anchored to a wall. str.sg/45os	0.0	0.0	0.0	2	[{"score":15.397908471593063,"topic":"lhl"},{"score":5.811497594853632,"topic":"residents"}]
129011692114_10153613667792115	Sharing your Netflix might be a Federal crime in the US. But it doesn\'t look like the video-streaming site sees it as an issue. More at www.straitstimes.com	0.0	1.0	0.0	2	[{"score":15.388672035888442,"topic":"lhl"},{"score":5.808011567905139,"topic":"residents"}]
129011692114_10153613670187115	The Beckhams are usually in front of the camera, but for Burberry\'s Brit fragrance campaign photoshoot in London, eldest son Brooklyn was the one taking pictures. http://str.sg/453h	0.0	0.0	0.0	2	[{"score":15.3779031965459,"topic":"lhl"},{"score":5.803947179286776,"topic":"residents"}]
129011692114_10153614906707115	Top story today, July 13: Tribunal rejects China\'s sea claims Also in the news: Khaw Boon Wan explains decision on MRT train cracks More on straitstimes.com	0.0	0.5	0.5	2	[{"score":15.364068618422612,"topic":"lhl"},{"score":5.798725715758944,"topic":"residents"}]
129011692114_10153615034482115	StanChart robbery: Canadian citizen David James Roach was arrested in a 12-bed mixed dormitory room in Bangkok. Here\'s what he did in the hours leading to the arrest.	1.0	0.0	0.0	2	[{"score":15.354852481554595,"topic":"lhl"},{"score":5.795247350022381,"topic":"residents"}]
129011692114_10153615051517115	StanChart robbery: Singaporean eyewitness staying at the same hostel said the suspect was quiet and introspective. He was always on his own and "never once talked or smiled" during his stay and "seemed to be in his own world", she added.	1.0	0.0	0.0	2	[{"score":15.345641872986462,"topic":"lhl"},{"score":5.791771070783574,"topic":"residents"}]
129011692114_10153615058722115	No cash, no cards, no problem? Deputy Tech Editor Trevor Tan attempts to spend a week paying for things with just his smartphone.	0.0	0.0	0.0	2	[{"score":15.337970586460708,"topic":"lhl"},{"score":5.788875764367374,"topic":"residents"}]
129011692114_10153615067902115	Preparing for the Primary 1 registration, but unsure about how best to proceed? ST Senior Education Correspondent Sandra Davie shares what she knows. Got a question for ST reporters? Email us at askST@sph.com.sg.	0.0	0.0	1.0	2	[{"score":15.327237227487236,"topic":"lhl"},{"score":5.784824766793637,"topic":"residents"}]
129011692114_10153615082302115	Singapore-based mixed martial art promoter One Championship lands deal with Temasek Holdings-led consortium. Partnership said to be worth \'significant eight-figure sum\'.	1.0	0.0	0.0	2	[{"score":15.321107252169169,"topic":"lhl"},{"score":5.782511183953267,"topic":"residents"}]
129011692114_10153615082427115	The 20-page maiden print issue focuses heavily on the significance of Ramadan and jihad.	0.0	0.0	1.0	2	[{"score":15.314979728473453,"topic":"lhl"},{"score":5.7801985264072275,"topic":"residents"}]
129011692114_10153615102957115	The bilingual message in Chinese and English says the city\'s famous Jonker Street and Stadthuys are among the targets	1.0	0.0	0.0	2	[{"score":15.30885465541959,"topic":"lhl"},{"score":5.7778867937854566,"topic":"residents"}]
129011692114_10153615107647115	UPDATE: Charred bumboat which caught fire yesterday docked at the Esplanade outdoor theatre at the Marina Bay on Wednesday morning. SCDF officers, as well as family members of the missing man, are at the scene. str.sg/45og	0.0	0.0	0.0	2	[{"score":15.29508219613164,"topic":"lhl"},{"score":5.772688775225026,"topic":"residents"}]
129011692114_10153615112612115	Give China a ladder to climb down from, says academic William Choong. "If they get humiliated publicly, which is happening now, and you rub salt in the wound by conducting military drills, you\'ll get a fierce reaction."	0.0	0.5	0.5	2	[{"score":15.284378850026334,"topic":"lhl"},{"score":5.768649105144988,"topic":"residents"}]
129011692114_10153615123092115	Man wearing a business suit and tie hijacked a plane in 1971. After it landed safely, he made away with US$200,000. The FBI, which has been after him ever since, says it will now drop the case.	0.0	0.0	0.99	2	[{"score":15.27521051506748,"topic":"lhl"},{"score":5.7651887808639035,"topic":"residents"}]
129011692114_10153615170592115	Bumboat fire: PUB officers on boats at the Marina Bay on Wednesday morning. About three \'soft blasts\' were heard yesterday when the bumboat caught fire. A man is still missing. str.sg/45og	0.5	0.0	0.5	2	[{"score":15.259942176564442,"topic":"lhl"},{"score":5.759426185726291,"topic":"residents"}]
129011692114_10153615183397115	Dubai-based Emirates clinched the top honour for the fourth time, while Qatar Airways - which was first last year - slipped to second.	0.0	0.0	0.0	2	[{"score":15.252313731317786,"topic":"lhl"},{"score":5.756547048518455,"topic":"residents"}]
129011692114_10153615200497115	Three-month-old baby dies while being fed by her father, who was engrossed in a mobile phone game. Just two weeks before, she had suffered broken ribs and a fractured skull after being dropped by her father Mohamed Shiddiq Sazali. He had lied about the incident but subsequently failed a lie-detector test.	0.5	0.5	0.0	2	[{"score":15.240116150126557,"topic":"lhl"},{"score":5.751943422390489,"topic":"residents"}]
129011692114_10153615206857115	The rare contraction, coming on the back of a series of expansions, occurred as more car owners sought to extend the lifespan of their cars.	0.0	0.0	0.0	2	[{"score":15.22945126871251,"topic":"lhl"},{"score":5.747918269701636,"topic":"residents"}]
129011692114_10153615231027115	Malaysia\'s top terrorist-fighting cop Ayob Khan received the death threat through a phone call from the terrorist himself.	1.0	0.0	0.0	2	[{"score":15.223360401911187,"topic":"lhl"},{"score":5.745619447245861,"topic":"residents"}]
129011692114_10153615236962115	Bumboat fire: Underwater search for missing boatman called off, surface search resumes, says SCDF. str.sg/45oh	0.0	0.0	0.0	2	[{"score":15.214228668869659,"topic":"lhl"},{"score":5.742172937305527,"topic":"residents"}]
129011692114_10153615269392115	Is the highest-ranked school the right school for your child? Not always. Here\'s why.	1.0	0.0	0.0	2	[{"score":15.209664856680645,"topic":"lhl"},{"score":5.740450457683781,"topic":"residents"}]
129011692114_10153615335097115	He is among six bankers who are being investigated over BSI\'s ties to 1MDB. But that hasn\'t stopped the bank\'s former Asia chief Hanspeter Brunner from suing his employer over his frozen bonus.	0.0	0.0	1.0	3	[{"score":15.195981632511565,"topic":"lhl"},{"score":5.735286118351904,"topic":"residents"},{"score":4.887145528856606,"topic":"ties"}]
129011692114_10153615369062115	Posts tagged as #WPSHugot was the fifth most trending topic on Twitter. The caption here says: "Your love life is like the nine-dash line - imaginary"	0.0	0.0	0.0	3	[{"score":15.185347635993143,"topic":"lhl"},{"score":5.731272622278427,"topic":"residents"},{"score":4.8837255531159345,"topic":"ties"}]
129011692114_10153615401447115	Bumboat fire: SCDF divers deploy boat next to the charred bumboat as the search continues. str.sg/45oh	0.0	0.0	1.0	4	[{"score":15.176238704910011,"topic":"lhl"},{"score":5.727834718281336,"topic":"residents"},{"score":4.966574354095448,"topic":"str"},{"score":4.880796050245231,"topic":"ties"}]
129011692114_10153615417487115	Nine-year-old Elysia Laub was playing in her family\'s farm in Indiana, USA, when she found a newborn girl - with her umbilical cord and placenta still attached. More videos at www.straitstimes.com	0.0	0.0	0.0	4	[{"score":15.159553186762324,"topic":"lhl"},{"score":5.7215372494554195,"topic":"residents"},{"score":4.961113853102518,"topic":"str"},{"score":4.875429858222619,"topic":"ties"}]
129011692114_10153615426097115	Secondary 4 student Claire Teo Jing Qi responds to a previous Forum letter, says there is no justification for sexual assault, no matter what a person wears or does. "(Outdated notions) are no longer applicable to today\'s society," says the 16-year-old. Do you agree? Should modesty be considered when picking an outfit to wear?	0.0	1.0	0.0	4	[{"score":15.142886013510314,"topic":"lhl"},{"score":5.715246704382642,"topic":"residents"},{"score":4.955659355658305,"topic":"str"},{"score":4.870069566060712,"topic":"ties"}]
129011692114_10153615437732115	Cracked trains: Why weren\'t the hairline cracks made public? str.sg/45oa	0.0	1.0	0.0	4	[{"score":15.1368297676175,"topic":"lhl"},{"score":5.953377419234781,"topic":"str"},{"score":5.712960948592831,"topic":"residents"},{"score":4.868121830418983,"topic":"ties"}]
129011692114_10153615441552115	All new MRT trains assembled by a Chinese rolling stock company in Qingdao, not just the 26 defective ones, will have a key component cast in Japan instead of China.	0.0	1.0	0.0	4	[{"score":15.127749939978683,"topic":"lhl"},{"score":5.949806285670794,"topic":"str"},{"score":5.709534028853566,"topic":"residents"},{"score":4.86520168744165,"topic":"ties"}]
129011692114_10153615457117115	"Such a drastic measure also smacks of a siege mentality, and the quality of life here will be unnecessarily affected," says Forum letter writer Seah Yam Meng	0.0	1.0	0.0	4	[{"score":15.120187577632416,"topic":"lhl"},{"score":5.946831977449093,"topic":"str"},{"score":5.70667983273545,"topic":"residents"},{"score":4.862769573069449,"topic":"ties"}]
129011692114_10153615465667115	According to the report, the average Singaporean now starts saving for retirement at 32 and continues for another 29 years.	1.0	0.0	0.0	4	[{"score":15.112628995711164,"topic":"lhl"},{"score":5.9438591560841,"topic":"str"},{"score":5.703827063430001,"topic":"residents"},{"score":4.8603386745112465,"topic":"ties"}]
129011692114_10153615488917115	StanChart robbery: Notebook contained the phrases Canadian citizen David James Roach, 26, had written on a slip of paper. "This is a robbery, I have a weapon, give me money, don\'t call police."	0.0	0.0	1.0	4	[{"score":15.100543123204513,"topic":"lhl"},{"score":5.939105732706982,"topic":"str"},{"score":5.69926559853146,"topic":"residents"},{"score":4.856451764194321,"topic":"ties"}]
129011692114_10153615528927115	If tensions ratchet up, regional states will have to determine for themselves to what extent they want to be involved in such efforts.	0.0	0.0	0.0	4	[{"score":15.094503811927419,"topic":"lhl"},{"score":5.9367304467364885,"topic":"str"},{"score":5.696986234225188,"topic":"residents"},{"score":4.854509474856324,"topic":"ties"}]
129011692114_10153615544557115	Chinese entomologist discovers beetle which eats rotten wood, names it after China president Xi Jinping in recognition for his anti-corruption efforts. But the censors are not amused.	0.0	0.99	0.0	4	[{"score":15.083940828576617,"topic":"lhl"},{"score":5.932575981929403,"topic":"str"},{"score":5.692999540028964,"topic":"residents"},{"score":4.851112337501024,"topic":"ties"}]
